patch,recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
4,003bec244,0.002375950338318944,0.006224695593118668,0.0015514532569795847,0.7122585773468018,0.00031541616772301495,0.0003644301905296743,0.00044653963414020836,0.5721553564071655,0.0005304597434587777,0.0011187423951923847,0.0004890555865131319,0.002790281781926751,0.001736191101372242,0.00025847693905234337,0.5303235054016113,0.015842974185943604,0.0092234518378973,0.0009101410396397114,0.007127780467271805,5.4403022659244016e-05,0.001577344723045826,0.0016807257197797298,0.00027661590138450265,0.006857439409941435
5,003bec244,0.006336612161248922,0.005501742009073496,0.002186400117352605,0.7139375805854797,0.0006211598520167172,0.003792867762967944,0.0002478044480085373,0.6705031991004944,0.0017522865673527122,0.0011699743336066604,0.001672400627285242,0.002427857369184494,0.009209292009472847,0.0002953702351078391,0.03485436365008354,0.00899503007531166,0.004880808759480715,0.0007493564626201987,0.021397460252046585,5.949578189756721e-05,0.003389602992683649,0.002329943934455514,0.0004320448206271976,0.00223357486538589
6,003bec244,0.016653455793857574,0.00762204360216856,0.0013992737513035536,0.6488020420074463,0.0009922599419951439,0.0008848503930494189,0.00042226369259878993,0.7126959562301636,0.003150465665385127,0.0009563795174472034,0.001045738928951323,0.004282399080693722,0.0029885051771998405,0.0002429718733765185,0.024049758911132812,0.01204048190265894,0.012448932975530624,0.0011827382259070873,0.035901766270399094,0.00017730316903907806,0.0018609927501529455,0.0012541398173198104,0.0006018990534357727,0.002614015946164727
7,003bec244,0.0013105289544910192,0.0038517978973686695,0.0010404393542557955,0.7359890937805176,0.00030432941275648773,9.02142928680405e-05,7.774904952384531e-05,0.6084465384483337,0.00038186414167284966,0.0007418709574267268,0.00014420099614653736,0.00110045843757689,0.0009082828182727098,0.0001852405839599669,0.03135371580719948,0.0049795047380030155,0.010779023170471191,0.0008172562229447067,0.006902321241796017,3.83487313229125e-05,0.0007173974299803376,0.0005864654085598886,0.00032230862416327,0.0019931241404265165
0,008c9c381,0.01085458043962717,0.0053037130273878574,0.0017432175809517503,0.7657191753387451,0.04755956679582596,0.0026350843254476786,0.0004600606916937977,0.010738915763795376,0.010072451084852219,0.0017620575381442904,0.0033952968660742044,0.009291849099099636,0.6056844592094421,0.0053900075145065784,0.008099056780338287,0.001985741313546896,0.011356193572282791,0.001342908595688641,0.4346398711204529,0.0002167264319723472,0.0028920576442033052,0.010319987311959267,0.0009036878473125398,0.011860964819788933
1,008c9c381,0.008495009504258633,0.0045828307047486305,0.0009035096736624837,0.7814725637435913,0.04602007195353508,0.002070868154987693,0.0003092524711973965,0.011185865849256516,0.009560054168105125,0.0014967458555474877,0.002206471050158143,0.00654264260083437,0.5826708674430847,0.004756513517349958,0.0044865780510008335,0.0015557775041088462,0.028202801942825317,0.0011823344975709915,0.47956156730651855,0.00016222745762206614,0.0028355589602142572,0.009849033318459988,0.0006510380189865828,0.009511047042906284
2,008c9c381,0.012175100855529308,0.00568540021777153,0.0017176256515085697,0.7818556427955627,0.04568156599998474,0.002538767410442233,0.0003562203492037952,0.009689487516880035,0.017291488125920296,0.0019821582827717066,0.0022267193999141455,0.008791989646852016,0.5530059933662415,0.004947943612933159,0.005626990459859371,0.0016936451429501176,0.030608411878347397,0.0012579065514728427,0.4327210783958435,0.00021902711887378246,0.0032987750601023436,0.010373745113611221,0.0007512361626140773,0.013085827231407166
3,008c9c381,0.011880019679665565,0.004029301926493645,0.0016781018348410726,0.7787472605705261,0.029732218012213707,0.0017350692069157958,0.00035386442323215306,0.00862826406955719,0.003818602068349719,0.0017122330609709024,0.0012254670727998018,0.005022441502660513,0.6296672224998474,0.003936957102268934,0.00310339592397213,0.001686900737695396,0.0068727354519069195,0.0010327297495678067,0.45428377389907837,0.00017552082135807723,0.002447206759825349,0.003208619076758623,0.000698214047588408,0.009474393911659718
4,008c9c381,0.012682192958891392,0.003734375350177288,0.00283172819763422,0.7739711403846741,0.021681787446141243,0.0015441218856722116,0.00030996857094578445,0.009230556897819042,0.003978113178163767,0.0020897802896797657,0.0010662875138223171,0.004468384198844433,0.653962254524231,0.003116289619356394,0.0027021949645131826,0.001695761107839644,0.004861632827669382,0.0013235907536000013,0.4189402461051941,0.00016092775331344455,0.0023123358841985464,0.0024003053549677134,0.0006952311377972364,0.00877874344587326
5,008c9c381,0.005348955746740103,0.0036923496518284082,0.0017038859659805894,0.7876455783843994,0.03335515409708023,0.0012843479635193944,0.00024225408560596406,0.007245772518217564,0.004257391672581434,0.001432847697287798,0.0013166730059310794,0.004619822837412357,0.6434271931648254,0.00382202654145658,0.014692763797938824,0.0019417947623878717,0.005226944573223591,0.0009899729629978538,0.44127315282821655,0.00011991650535492226,0.0018069760408252478,0.0071614086627960205,0.0007285556639544666,0.008895529434084892
6,008c9c381,0.012863365933299065,0.0053349146619439125,0.003007518360391259,0.8019176721572876,0.028047602623701096,0.002998181851580739,0.0002963792358059436,0.007545830681920052,0.008666344918310642,0.0017408129060640931,0.00211373926140368,0.0040746573358774185,0.6458130478858948,0.0049128457903862,0.004523114766925573,0.0019200668903067708,0.00827199686318636,0.0010442377533763647,0.43538832664489746,0.00018977891886606812,0.0021431513596326113,0.0075109899044036865,0.0006995677831582725,0.011697391048073769
7,008c9c381,0.014107722789049149,0.003530310932546854,0.0007415564032271504,0.776412844657898,0.030802441760897636,0.0019283272558823228,0.00035541606484912336,0.0113432127982378,0.004103156737983227,0.0009553067502565682,0.0014795898459851742,0.005226741079241037,0.577933669090271,0.002506997436285019,0.0017576178070157766,0.0010868044337257743,0.009076850488781929,0.0010254341177642345,0.4963907301425934,0.00014109657786320895,0.0022235570941120386,0.0033260758500546217,0.00042387100984342396,0.011568330228328705
0,009aa1c8f,0.001522139529697597,0.0001686225295998156,0.0003633527085185051,0.7035192251205444,0.005870590452104807,0.0005598136340267956,3.002282028319314e-05,0.0021956071723252535,0.00043455304694361985,0.0002240123285446316,0.0002970369241666049,0.0026061013340950012,0.005162585526704788,0.0014367130352184176,0.015560262836515903,0.0003642791125457734,0.0006880602450110018,9.009651694213971e-05,0.8637179732322693,0.00040767338941805065,0.00028369802748784423,0.004833211190998554,0.0001875195448519662,0.07685501128435135
1,009aa1c8f,0.001610838109627366,0.00018281264055985957,0.0004954481264576316,0.6501080393791199,0.005274894647300243,0.0005926636513322592,3.4799955756170675e-05,0.0031843825709074736,0.0004137020150665194,0.00024969561491161585,0.00036798344808630645,0.004074578173458576,0.0038612850476056337,0.0012603147188201547,0.018796563148498535,0.00032288930378854275,0.0007056371541693807,9.360716649098322e-05,0.849006175994873,0.00045418774243444204,0.0003479007282294333,0.003972484730184078,0.0002135492832167074,0.07311204820871353
2,009aa1c8f,0.0007323640747927129,0.00021365417342167348,0.0007008894463069737,0.4578564167022705,0.005435468629002571,0.000574562989640981,1.537916796223726e-05,0.0015443108277395368,0.00019133950991090387,0.0002538863627705723,0.0002544687013141811,0.0016155452467501163,0.001986610936000943,0.0014721761690452695,0.010439489036798477,0.00027239162591286004,0.00033860121038742363,8.511811029165983e-05,0.7521933913230896,0.0002729549596551806,0.00036590624949894845,0.0019412164110690355,0.00028505854425020516,0.04890187084674835
3,009aa1c8f,0.003868128638714552,0.0002732424472924322,0.00038705230690538883,0.7217604517936707,0.0036832024343311787,0.0005300642224028707,4.1792405681917444e-05,0.002803567796945572,0.0006875755498185754,0.00031366728944703937,0.00034667871659621596,0.002239315304905176,0.00401891116052866,0.0013714462984353304,0.0122985215857625,0.0006813538493588567,0.000888930750079453,0.00014902878319844604,0.8421375751495361,0.00036853255005553365,0.0004960836959071457,0.0025955033488571644,0.0002040429535554722,0.06354597955942154
4,009aa1c8f,0.004728831350803375,0.0002981724392157048,0.0003615555469878018,0.7885645627975464,0.0030631269328296185,0.0007286806358024478,5.766974209109321e-05,0.0031551355496048927,0.000903444190043956,0.00028780463617295027,0.0005213042604736984,0.0027384364511817694,0.007927145808935165,0.001330302213318646,0.006497330963611603,0.0006428616470657289,0.0016081249341368675,0.00015115230053197592,0.8233556151390076,0.00042573458631522954,0.0004940022481605411,0.001747293397784233,0.0001982783287530765,0.07386643439531326
5,009aa1c8f,0.0007946899277158082,0.0002982384175993502,0.0004078586061950773,0.4359259605407715,0.004333400633186102,0.0011923573911190033,2.543485061323736e-05,0.004325236659497023,0.0001700135471764952,0.0002413660113234073,0.0003807565080933273,0.002006137277930975,0.0019588337745517492,0.0025929566472768784,0.01638379506766796,0.00032830555574037135,0.0010205003200098872,0.00013628874148707837,0.6699554920196533,0.0005124957533553243,0.0012034950777888298,0.005196716636419296,0.0002500465197954327,0.048590704798698425
6,009aa1c8f,0.0030211475677788258,0.00039197600563056767,0.0003839078126475215,0.6687958240509033,0.005140381399542093,0.0006139351171441376,2.7231359126744792e-05,0.0019944943487644196,0.0005221805186010897,0.0005240341415628791,0.0003998882311861962,0.001711186021566391,0.0033359015360474586,0.001789794652722776,0.016148507595062256,0.000494376989081502,0.0006966975633986294,0.00021696710609830916,0.7713191509246826,0.0002610180526971817,0.0005151895456947386,0.005205754190683365,0.00022840082237962633,0.047643616795539856
7,009aa1c8f,0.004164650104939938,0.00022890725813340396,0.0006016383413225412,0.7437466382980347,0.0036103329621255398,0.0010182695696130395,7.337845454458147e-05,0.0032138056121766567,0.0010146686108782887,0.000338148936862126,0.0006122514023445547,0.0027005919255316257,0.007638413459062576,0.0026155582163482904,0.014554847031831741,0.0007902774377726018,0.0012581131886690855,0.0001786480424925685,0.8311554789543152,0.0016759352292865515,0.0005476194201037288,0.004158261232078075,0.0002576622646301985,0.08615723997354507
0,00d442df7,0.5192683339118958,0.0008970965864136815,0.00035499109071679413,0.5439068078994751,0.0005996775580570102,9.714671614347026e-05,0.00017428006685804576,0.0012263761600479484,0.8220250606536865,0.000618398014921695,0.007356156595051289,0.0026578218676149845,0.014752381481230259,0.00019281491404399276,0.0010456129675731063,0.0002949447662103921,0.0040445225313305855,0.0005620548618026078,0.7792277336120605,8.952408825280145e-05,0.000290530122583732,0.0014299203176051378,0.000139541836688295,0.021468007937073708
1,00d442df7,0.501141369342804,0.0008206125348806381,0.00023390066053252667,0.5449071526527405,0.0003459144209045917,6.18704580119811e-05,0.00016117146878968924,0.0007945441757328808,0.9297972917556763,0.0004910520510748029,0.006770090665668249,0.0018107314826920629,0.011422461830079556,7.756798004265875e-05,0.0007308006752282381,0.0001411191769875586,0.006418869365006685,0.0003305369464214891,0.7821640968322754,2.7474261514726095e-05,9.386979218106717e-05,0.0015243995003402233,7.284377352334559e-05,0.0172099769115448
2,00d442df7,0.5271478295326233,0.0008695227443240583,0.00013768719509243965,0.5386260747909546,0.0008637839346192777,3.791118797380477e-05,0.00018094026017934084,0.0006099917227402329,0.9413350224494934,0.0008367342525161803,0.0076298159547150135,0.0018596035661175847,0.00832441821694374,8.393310417886823e-05,0.0006354737561196089,9.857407712843269e-05,0.003098935354501009,0.0003481523890513927,0.7821828722953796,2.2092861399869435e-05,0.000123203411931172,0.0025757879484444857,7.879992335801944e-05,0.01473548635840416
3,00d442df7,0.5904300212860107,0.0008573519298806787,0.0003185909881722182,0.5740475654602051,0.0008713498245924711,6.594414298888296e-05,0.00011204322072444484,0.001742808730341494,0.11114027351140976,0.00094060372794047,0.00546559551730752,0.002627575770020485,0.01746080070734024,0.00032049405854195356,0.0010061843786388636,0.0006459674332290888,0.004085651598870754,0.0006686532287858427,0.7631182670593262,0.0001872022548923269,0.0003707382420543581,0.0011252808617427945,0.00019391672685742378,0.026796089485287666
4,00d442df7,0.43241599202156067,0.0008382317028008401,0.0002412941976217553,0.5573574304580688,0.0006137543823570013,0.00014863835531286895,0.00024487540940754116,0.0007289876230061054,0.9512378573417664,0.0010283725569024682,0.013465221039950848,0.0019621928222477436,0.012839175760746002,9.018281707540154e-05,0.0006974865100346506,8.585226169088855e-05,0.0049354624934494495,0.0004966131527908146,0.755250871181488,2.1560355889960192e-05,0.00014582266157958657,0.003674956038594246,9.071506792679429e-05,0.015238157473504543
5,00d442df7,0.5618163347244263,0.0006651676376350224,0.0001756728597683832,0.5129106044769287,0.0005964649608358741,3.5113480407744646e-05,0.00012060489825671539,0.0004359903105068952,0.9349533319473267,0.0005508841131813824,0.006921547465026379,0.0012768126325681806,0.004999564960598946,5.829532165080309e-05,0.0002824091643560678,4.1183440771419555e-05,0.0022143954411149025,0.0003354430082254112,0.7999382019042969,1.5456093024113216e-05,9.269845759263262e-05,0.00372168212197721,4.2373583710286766e-05,0.012397964484989643
6,00d442df7,0.5803166031837463,0.0005911204498261213,0.0003582900681067258,0.5175520777702332,0.0012944432673975825,5.073356078355573e-05,0.000163225457072258,0.0016202495899051428,0.057818133383989334,0.0010360644664615393,0.007032759487628937,0.003283638507127762,0.009964876808226109,0.000385372870368883,0.0010285616153851151,0.000572413147892803,0.0031113694421947002,0.0007377322181127965,0.7683442831039429,0.0002719323383644223,0.0004452075809240341,0.0012066098861396313,0.00020401009533088654,0.03555196896195412
7,00d442df7,0.48966318368911743,0.0005161721492186189,6.938520527910441e-05,0.4826921820640564,0.0006721292738802731,2.8917005693074316e-05,0.00012713695468846709,0.0005745646194554865,0.9678236842155457,0.000600450555793941,0.007348810322582722,0.0011481106048449874,0.00402862299233675,3.231570735806599e-05,0.00016529476852156222,2.897298509196844e-05,0.002423074096441269,0.0002206225472036749,0.8047877550125122,6.109269634180237e-06,0.0001087350319721736,0.006979045923799276,2.867873990908265e-05,0.00835038349032402
0,01b41f92b,0.001228197943419218,0.0005523554282262921,0.0015305832494050264,0.21182872354984283,0.002071128226816654,0.0013633487978950143,0.6883922815322876,0.00466507812961936,0.00011007696593878791,0.005388258956372738,0.001976706087589264,0.005565323401242495,0.0030861792620271444,0.002980597782880068,0.0012008511694148183,0.2103094458580017,0.006284601986408234,0.016683686524629593,0.012244222685694695,0.0012316956417635083,0.0031052848789840937,0.0006594122387468815,0.0011530036572366953,0.028059037402272224
1,01b41f92b,0.0005054293433204293,0.0024178894236683846,0.00013057267642579973,0.11769158393144608,0.0011907853186130524,0.00044960377272218466,0.0008342869114130735,0.002802288392558694,7.780919986544177e-05,0.13689541816711426,0.0030086881015449762,0.004176710732281208,0.0002700187324080616,0.00048130343202501535,0.0006232965388335288,0.00025963556254282594,0.021346284076571465,0.21699239313602448,0.0028995382599532604,0.0002199426817242056,0.006135966628789902,0.000516785541549325,0.0001791059912648052,0.01521236076951027
2,01b41f92b,0.0008483155397698283,0.002586404327303171,0.00027072656666859984,0.0974130630493164,0.002288065617904067,0.0014892499893903732,0.06882738322019577,0.0025636882055550814,0.00016472471179440618,0.005401297472417355,0.007140152156352997,0.004358693026006222,0.0005273396382108331,0.0006212323787622154,0.001766450353898108,0.00029757237643934786,0.012003346346318722,0.0036571489181369543,0.007707716431468725,0.00023748942476231605,0.006641527637839317,0.0008780544740147889,0.00046700271195732057,0.041416410356760025
3,01b41f92b,0.0005108077893964946,9.915594273479655e-05,0.00048332312144339085,0.14500932395458221,0.000980455195531249,0.000758791109547019,0.856699526309967,0.003531930036842823,6.202387157827616e-05,0.007591669913381338,0.0019394534174352884,0.012213435024023056,0.001186223584227264,0.000426093494752422,0.0007445846567861736,0.0012555770808830857,0.019023258239030838,0.010215234011411667,0.0064138504676520824,0.0004547329153865576,0.0028833597898483276,0.000467078440124169,0.0016343101160600781,0.02154533937573433
4,01b41f92b,0.00041595465154387057,0.0005260401521809399,0.0002443462435621768,0.2870834469795227,0.000696477189194411,0.001011696527712047,0.43515706062316895,0.006497710011899471,6.563002534676343e-05,0.005664547439664602,0.0027673470322042704,0.00504491338506341,0.0005466394941322505,0.0051551018841564655,0.0014750591944903135,0.0035325726494193077,0.01246853917837143,0.0067025357857346535,0.00476014893501997,0.0003267758002039045,0.003117460059002042,0.0005118564586155117,0.00115353858564049,0.02019784227013588
5,01b41f92b,0.000590949784964323,0.0002699742035474628,0.0019488753750920296,0.40025046467781067,0.001374420360662043,0.0009978518355637789,0.9080085754394531,0.007675060536712408,7.00533710187301e-05,0.011341010220348835,0.0019437510054558516,0.017253300175070763,0.0024750896263867617,0.0006476744310930371,0.0015039874706417322,0.007813725620508194,0.04680202901363373,0.01345701515674591,0.00961059145629406,0.0012361800763756037,0.0029581557027995586,0.000490277074277401,0.001254111179150641,0.02433592826128006
6,01b41f92b,0.001173669588752091,0.00018755064229480922,0.000978566356934607,0.4024371802806854,0.001965111354365945,0.0011682637268677354,0.8578682541847229,0.007708850782364607,0.00010662359272828326,0.0029237335547804832,0.0020865381229668856,0.011958749033510685,0.0016960640205070376,0.002148061990737915,0.004210582468658686,0.16194039583206177,0.009615357965230942,0.0012300407979637384,0.00980615895241499,0.000605677836574614,0.003651769831776619,0.00029519005329348147,0.002172711305320263,0.031190643087029457
7,01b41f92b,0.00044933491153642535,0.0014635510742664337,0.00011381982767488807,0.09228022396564484,0.0005275458097457886,0.0008942887652665377,0.0001375297288177535,0.008195909671485424,0.00010547803685767576,0.0031295905355364084,0.004064709879457951,0.0027951952069997787,0.0003909926163032651,0.000417898379964754,0.0007741794688627124,0.00010493969602975994,0.003048856509849429,0.002206370234489441,0.006212728098034859,0.0001518750941613689,0.00918540544807911,0.0004193003987893462,0.0005922353593632579,0.040237464010715485
0,023e22a5e,0.0013563829706981778,0.0007695620879530907,0.000363120372639969,0.053889207541942596,0.0013682637363672256,0.00061367719899863,4.331911986810155e-05,0.000992250512354076,0.00010975247278111055,0.0010534684406593442,0.00159416941460222,0.0023494879715144634,0.0001195149015984498,0.0005772364092990756,0.11212426424026489,0.0002901857369579375,0.0006689365836791694,0.00028888971428386867,0.027547376230359077,0.0001171197509393096,0.00046979126636870205,0.0016112690791487694,0.00016477782628498971,0.018046338111162186
1,023e22a5e,0.001507136388681829,0.0010140988742932677,0.00037914523272775114,0.09263637661933899,0.0020346117671579123,0.000400041724788025,4.544373950920999e-05,0.000617600220721215,8.612251986050978e-05,0.0005010792519897223,0.001527389045804739,0.0020148176699876785,0.00013729663623962551,0.0008737238822504878,0.3936004638671875,0.0007910116692073643,0.003379909787327051,0.0001627646415727213,0.10765867680311203,0.00022609825828112662,0.00014922131958883256,0.0026466373819857836,0.0001126650458900258,0.01783241145312786
2,023e22a5e,0.0006708764703944325,0.00044639004045166075,0.00010943822417175397,0.04804694280028343,0.0023511438630521297,0.0004578819207381457,2.2181402528076433e-05,0.0005863843834958971,4.9480178859084845e-05,0.0004375455901026726,0.0009281035745516419,0.001586879137903452,9.883272286970168e-05,0.0005151733639650047,0.015287277288734913,0.00016993089229799807,0.0004997095675207675,0.00010501617362024263,0.11398092657327652,0.00010489207488717511,0.0002873374614864588,0.0008472529007121921,0.00010554766049608588,0.0237784031778574
3,023e22a5e,0.00043946970254182816,0.0010085664689540863,0.0001467481633881107,0.14250078797340393,0.0023226055782288313,0.0005448646261356771,3.5595639928942546e-05,0.0009315640199929476,8.237012661993504e-05,0.0016681746346876025,0.001712839468382299,0.0019581953529268503,9.934409899869934e-05,0.0005866882274858654,0.0283014178276062,0.00019427575170993805,0.001303407596424222,0.00022022511984687299,0.03141658380627632,5.9436075389385223e-05,0.0003141113556921482,0.0017366911051794887,9.792033233679831e-05,0.021931298077106476
4,023e22a5e,0.0005286327796056867,0.0020919034723192453,0.0004001385532319546,0.17598386108875275,0.0018265165854245424,0.0011467579752206802,5.9713536757044494e-05,0.0017355630407109857,8.603018068242818e-05,0.0008211173699237406,0.0018115161219611764,0.0013318354031071067,0.00010421124170534313,0.05857637897133827,0.5570254921913147,0.0009472714737057686,0.002311625285074115,0.00018466918845660985,0.04991820827126503,0.002014942467212677,0.0003156134916935116,0.005880600772798061,0.0002867053262889385,0.021989554166793823
5,023e22a5e,0.0004694282542914152,0.00110459397546947,0.00020850978035014123,0.03848694637417793,0.0016353342216461897,0.0007699112175032496,3.495728742564097e-05,0.0011110255727544427,4.700542922364548e-05,0.001174428383819759,0.0019097168697044253,0.0019534213934093714,0.00012080805754521862,0.0006823783623985946,0.02708369679749012,0.00014425312110688537,0.0018467982299625874,0.0002960852289106697,0.046020105481147766,0.00015818141400814056,0.0005409633740782738,0.0010554413311183453,0.00011460888345027342,0.018130525946617126
6,023e22a5e,0.00031783588929101825,0.0013800556771457195,0.0001572647743159905,0.015463894233107567,0.0015294462209567428,0.0014422608073800802,0.00011484244168968871,0.0007110012229532003,3.854297392535955e-05,0.0005976514657959342,0.002983953570947051,0.0026732971891760826,0.00010030790872406214,0.002547335810959339,0.00493587926030159,0.0001186111694551073,0.0018040816066786647,0.00021740570082329214,0.009729698300361633,0.0004062898806296289,0.0014648191863670945,0.0008944711880758405,0.00011677383008645847,0.016467472538352013
7,023e22a5e,0.0005239372258074582,0.0010312579106539488,0.0005513463402166963,0.07352834939956665,0.0007192810298874974,0.0003628798294812441,5.245406646281481e-05,0.0007364538032561541,3.5150369512848556e-05,0.0007335875416174531,0.0013043842045590281,0.001599282375536859,0.00014399064821191132,0.000499904912430793,0.6200740933418274,0.0004983354010619223,0.00042762942030094564,0.00017815915634855628,0.02751355990767479,5.4506461310666054e-05,0.0002268140233354643,0.002990692388266325,0.00018243373779114336,0.016860540956258774
0,0275e127d,0.0006598478648811579,0.005441793240606785,0.000535598024725914,0.38493722677230835,0.001173633267171681,0.00017159199342131615,0.004166483413428068,0.11686700582504272,0.0005149499629624188,0.0011186501942574978,0.0004303143941797316,0.6813104152679443,0.003294793888926506,0.0005263325874693692,0.0005632153479382396,0.0002710773260332644,0.009970170445740223,0.0040991525165736675,0.0040392400696873665,0.0001679979031905532,0.0015048690838739276,0.0007326565682888031,0.0001684248709352687,0.008677531965076923
