recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,data_type,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
0f8cadb4a,13,1,34.4907,93.75,35.1147,843.75,tp,11,20,18,0,6,9,12,23,22,10,17,5,19,7,2,4,3,21,8,14,16,1,15,13
12a12f0fa,8,1,31.504,3750.0,35.6267,5531.25,tp,1,14,15,2,16,9,17,23,20,7,11,10,3,5,0,6,19,22,12,13,8,21,18,4
1375a05d1,21,1,28.1493,3281.25,29.2427,4125.0,tp,12,20,19,16,11,2,15,17,5,22,13,23,6,10,0,7,9,18,3,8,4,1,21,14
13c678c1d,1,1,0.8640000000000001,3843.75,1.76,5625.0,tp,20,15,12,2,5,0,7,19,23,10,11,22,17,16,6,13,9,18,8,3,4,1,21,14
13de5cabb,11,1,57.3359,1808.79,58.4737,5684.77,tp,13,8,21,0,15,4,12,18,2,16,7,1,3,14,23,22,9,17,5,20,19,10,11,6
14d467153,8,1,0.3733,3750.0,4.496,5531.25,tp,22,11,20,16,17,2,6,13,15,9,19,7,23,10,4,21,1,5,14,3,12,8,18,0
157a50231,0,1,35.7867,5906.25,36.5813,8250.0,tp,22,17,19,16,13,7,23,2,6,9,11,15,4,5,20,10,1,3,12,14,21,18,8,0
160add406,23,4,3.0534,6459.96,10.9772,11627.9,tp,2,16,20,8,21,18,1,15,13,17,12,0,14,9,7,11,4,19,6,3,5,22,10,23
1679e323d,14,1,8.6773,2531.25,9.264,5531.25,tp,13,21,20,15,22,2,16,17,8,11,4,9,1,23,12,6,7,18,0,19,10,3,14,5
16ccddf71,14,1,51.8773,2812.5,52.8,4406.25,tp,20,11,2,15,19,17,22,16,12,23,5,10,6,13,7,0,9,18,4,3,8,21,1,14
178b835e3,20,1,36.6453,2343.75,40.0853,5718.75,tp,21,1,8,18,9,0,2,4,22,12,13,6,20,23,5,10,11,14,17,19,3,16,7,15
19dfeda02,6,1,16.0693,562.5,18.2133,4406.25,tp,21,13,8,4,1,18,0,9,14,15,23,12,16,22,20,17,11,7,3,6,5,19,2,10
1a5fb3223,7,1,56.7893,4687.5,59.9307,11437.5,tp,20,11,9,22,2,6,21,12,18,4,8,16,10,17,0,19,1,23,5,3,7,14,13,15
1b77382c7,14,1,32.1493,3750.0,32.4213,6468.75,tp,20,11,19,17,15,2,12,5,10,22,16,23,7,6,0,9,13,18,3,8,4,1,21,14
1d949c49d,15,1,33.6427,93.75,36.9867,1125.0,tp,21,4,9,13,8,1,22,0,20,18,11,6,2,23,17,10,14,12,19,5,16,3,7,15
1e05620be,12,1,38.4587,562.5,41.5947,3281.25,tp,15,14,11,20,17,22,6,16,9,1,21,13,10,4,7,19,23,2,0,8,18,5,3,12
1fb41e1c4,18,1,13.872,3187.5,14.5653,5062.5,tp,20,11,17,14,6,9,10,16,15,1,22,19,7,2,21,23,13,4,5,8,0,3,18,12
1fb94ae60,2,1,48.2453,468.75,50.0213,3000.0,tp,21,13,14,15,4,16,1,8,11,23,10,9,22,7,0,17,20,6,18,19,5,3,12,2
1fbc39373,16,4,34.3947,3093.75,36.2293,4593.75,tp,9,6,13,21,4,0,20,18,11,23,22,2,15,14,8,17,12,10,19,1,5,7,3,16
21c9f1ba3,8,1,11.8347,3750.0,15.9573,5531.25,tp,20,15,11,2,17,6,10,16,19,7,9,22,14,1,23,5,0,3,13,12,18,4,21,8
21e2f2977,15,1,26.3307,93.75,29.6747,1125.0,tp,9,18,8,1,21,0,20,12,2,11,4,22,6,16,5,17,10,23,19,3,13,14,7,15
22050fe3f,19,1,56.623999999999995,281.25,58.176,2812.5,tp,13,8,21,12,0,15,18,2,16,4,1,7,23,3,14,22,9,20,17,5,19,10,11,6
22bfc5978,5,1,46.6187,4781.25,48.9707,10406.2,tp,13,15,20,21,9,12,2,16,18,7,8,1,4,0,17,23,14,3,22,11,19,6,5,10
2319eb4b4,18,1,25.631999999999998,3187.5,26.3253,5062.5,tp,20,11,15,17,6,10,14,7,19,22,9,2,23,16,1,5,13,0,3,4,12,21,18,8
24aac801a,1,1,46.4,3843.75,47.29600000000001,5625.0,tp,20,12,15,2,5,0,19,23,11,7,17,22,10,16,18,6,13,9,8,3,4,21,1,14
281865590,0,1,48.0587,5906.25,48.8533,8250.0,tp,16,15,20,13,11,17,22,6,9,7,1,19,2,21,10,23,14,8,4,3,5,12,18,0
288e5d13f,3,1,14.3893,1031.25,15.1307,2812.5,tp,20,0,23,7,15,2,5,10,12,22,17,11,19,6,9,16,18,3,14,8,13,1,21,4
29127020a,3,1,25.12,1031.25,25.8613,2812.5,tp,13,21,4,2,8,22,12,18,1,0,9,15,20,23,16,17,14,11,6,5,3,10,19,7
2a69408f6,5,1,41.376000000000005,4781.25,43.728,10406.2,tp,13,20,15,9,21,1,2,17,12,4,18,16,23,8,7,22,11,14,0,3,6,19,10,5
2bb539997,7,1,26.0907,4687.5,29.232,11437.5,tp,13,21,1,4,8,18,0,22,2,12,9,14,23,15,6,16,10,5,17,20,11,3,19,7
2bcddf9a5,5,1,16.4693,4781.25,18.8213,10406.2,tp,13,21,8,16,4,1,18,15,0,12,20,9,2,14,17,7,3,22,23,11,19,6,5,10
2c6ba715f,21,1,43.696000000000005,3281.25,44.7893,4125.0,tp,20,2,11,15,10,19,7,17,6,22,16,23,0,5,9,12,13,8,3,18,1,21,14,4
2dc763e67,2,1,6.2987,468.75,8.0747,3000.0,tp,11,23,18,6,17,9,20,14,15,8,7,4,21,13,16,0,19,12,1,22,10,5,3,2
2e698aba5,23,4,4.0229,6459.96,11.9467,11627.9,tp,17,2,11,1,16,20,18,9,8,21,14,12,13,0,15,7,6,4,19,3,10,5,22,23
2eb098e76,2,1,24.9653,468.75,26.7413,3000.0,tp,16,11,9,18,20,21,8,17,4,6,14,1,7,10,0,23,19,5,22,13,12,3,15,2
2ec1b3167,13,1,56.9973,93.75,57.6213,843.75,tp,20,11,17,10,6,7,16,22,19,9,2,23,15,5,14,0,21,1,4,8,12,3,13,18
2fc2eca0c,9,1,52.9333,1125.0,55.7387,5250.0,tp,22,20,4,11,16,10,2,21,19,5,6,17,23,7,12,8,18,3,0,13,9,15,14,1
33d0f2685,16,4,55.983999999999995,3093.75,57.8187,4593.75,tp,13,21,1,4,8,9,18,0,12,2,22,23,14,6,15,20,17,11,10,5,3,16,19,7
34340b225,23,4,15.865,6459.96,23.7888,11627.9,tp,20,2,17,11,6,16,15,19,13,21,1,9,8,14,7,4,0,10,12,22,18,3,5,23
34340b225,5,1,39.872,4781.25,42.224,10406.2,tp,20,2,17,11,6,16,15,19,13,21,1,9,8,14,7,4,0,10,12,22,18,3,5,23
3458e20b8,10,1,10.4432,947.461,12.8871,10852.7,tp,13,21,1,8,4,18,0,9,12,2,22,23,14,20,15,6,17,5,11,16,3,10,19,7
349095631,0,1,28.432,5906.25,29.2267,8250.0,tp,15,14,16,21,10,13,22,7,6,4,1,19,11,23,8,17,0,18,5,20,2,9,3,12
349095631,9,1,16.2293,843.75,19.792,5718.75,tp,15,14,16,21,10,13,22,7,6,4,1,19,11,23,8,17,0,18,5,20,2,9,3,12
3513db2b8,21,1,23.8827,3281.25,24.976,4125.0,tp,20,16,19,11,15,2,12,17,13,22,5,23,10,6,7,9,0,3,18,8,4,1,21,14
35675af70,23,1,53.1389,7235.16,59.2225,11283.4,tp,21,13,18,12,8,20,2,0,9,1,4,17,7,15,16,14,11,3,6,22,19,5,10,23
35844fa7f,6,1,20.4,562.5,22.544,4406.25,tp,20,13,15,21,9,17,11,4,16,8,22,2,0,7,12,23,1,18,14,6,3,19,10,5
35a7c2277,22,1,16.3307,10687.5,17.936,13687.5,tp,8,0,9,1,13,21,20,12,4,18,11,2,16,14,17,3,6,7,5,19,10,23,15,22
35f9c5c38,5,1,38.1227,4781.25,40.4747,10406.2,tp,21,13,4,22,8,15,2,18,0,12,20,23,1,14,9,16,7,11,17,10,3,5,6,19
3647cd276,15,1,54.832,93.75,58.176,1125.0,tp,21,8,4,18,9,0,1,12,13,20,2,22,23,11,6,16,17,14,3,5,19,10,7,15
364e9b5e7,16,4,28.3147,3093.75,30.1493,4593.75,tp,20,23,22,2,6,18,9,15,0,11,12,4,17,13,7,14,21,10,5,19,3,8,1,16
376a0a779,18,1,51.8667,3187.5,52.56,5062.5,tp,15,20,11,14,17,6,10,1,7,9,16,19,22,13,21,2,23,0,4,5,8,3,18,12
398e818ec,11,1,13.3631,1808.79,14.5009,5684.77,tp,8,13,15,0,12,18,2,4,16,21,7,1,3,22,23,5,14,10,19,17,9,20,6,11
39aa6482e,4,1,16.7413,2531.25,18.928,4031.25,tp,15,2,20,16,11,10,22,17,6,7,23,19,1,9,14,5,3,12,13,0,18,4,21,8
3a1293df5,2,1,31.0453,468.75,32.8213,3000.0,tp,11,6,18,17,9,20,7,14,4,16,8,21,0,19,13,15,12,23,5,10,1,3,22,2
3c443fa6e,8,1,54.3147,3750.0,58.4373,5531.25,tp,15,2,20,11,17,16,23,22,9,6,19,7,10,1,5,14,3,12,0,13,18,4,8,21
3c621e663,17,1,20.5973,1312.5,27.0507,3937.5,tp,8,5,22,2,21,0,18,10,4,12,16,13,23,7,1,14,20,6,11,19,3,15,9,17
3d28b6a6b,22,1,47.4613,10687.5,49.0667,13687.5,tp,20,17,11,6,9,15,14,7,19,13,16,1,21,4,2,10,8,5,0,23,18,3,12,22
3d2b1c860,21,1,47.4773,3281.25,48.5707,4125.0,tp,15,2,20,23,1,14,17,16,7,9,10,11,22,5,6,0,19,3,12,13,8,18,21,4
3f3c49ad2,10,1,16.4339,947.461,18.8778,10852.7,tp,21,9,1,13,20,16,18,8,12,4,2,15,17,7,0,14,3,11,6,22,19,10,5,23
3fcca1372,17,1,38.576,1312.5,45.0293,3937.5,tp,8,2,0,18,21,13,12,4,5,1,22,23,14,10,20,16,6,9,15,7,3,19,11,17
3ffaeaa6c,15,1,48.2453,93.75,51.5893,1125.0,tp,13,8,21,1,0,18,2,4,12,9,22,5,6,20,23,14,10,16,11,17,3,19,15,7
408fcd1dc,23,4,48.0537,6459.96,55.9775,11627.9,tp,20,6,2,11,17,19,16,9,10,22,7,12,15,13,5,0,4,3,18,8,21,1,14,23
4373930a5,13,1,45.583999999999996,93.75,46.208,843.75,tp,20,11,22,10,19,23,12,0,6,5,9,17,16,2,18,7,3,4,8,21,15,1,14,13
438c12dbc,7,1,19.5467,4687.5,22.688000000000002,11437.5,tp,20,11,22,9,2,6,21,12,4,18,8,16,17,0,10,1,19,23,5,3,14,7,13,15
45c356538,0,1,50.111999999999995,5906.25,50.9067,8250.0,tp,22,2,16,6,17,19,13,11,15,9,7,20,23,1,10,5,4,3,14,12,21,18,8,0
4621de448,23,1,21.1244,7235.16,27.208000000000002,11283.4,tp,2,20,16,12,18,8,11,0,15,7,17,21,13,1,4,14,9,6,3,19,22,10,5,23
473cac467,11,1,9.0268,1808.79,10.1645,5684.77,tp,13,21,8,4,0,18,12,2,16,22,1,5,14,23,15,3,7,10,9,20,17,19,6,11
4874059ad,21,1,58.1013,3281.25,59.1947,4125.0,tp,20,12,15,2,19,11,16,17,5,0,23,7,22,13,10,18,6,9,8,3,4,1,21,14
48fb5143f,20,1,28.64,2343.75,32.08,5718.75,tp,8,1,13,4,16,18,21,0,12,22,2,5,14,3,23,7,10,17,6,9,19,11,15,20
49fbbb4ca,5,1,17.3387,4781.25,19.6907,10406.2,tp,18,16,12,17,1,20,21,9,13,15,8,2,11,4,14,6,7,3,0,22,19,10,5,23
4a0ca83ec,9,1,20.831999999999997,1125.0,23.6373,5250.0,tp,13,21,15,4,22,18,0,14,8,23,2,12,7,1,10,3,16,6,19,5,20,11,17,9
4bb31c8c1,6,1,45.2213,562.5,47.3653,4406.25,tp,13,16,15,21,2,1,12,8,18,7,4,22,14,23,3,0,17,9,19,20,10,5,11,6
4c840ed89,7,1,32.848,4687.5,35.9893,11437.5,tp,13,21,8,1,4,0,18,9,12,2,22,14,20,23,15,17,6,11,16,5,3,10,19,7
4d54e38a8,12,1,45.9893,562.5,49.1253,3281.25,tp,11,20,9,17,6,10,19,22,16,14,7,4,0,1,21,23,2,18,5,8,3,15,12,13
50b93a173,19,1,20.8853,281.25,22.4373,2812.5,tp,13,21,8,12,1,15,16,18,0,4,2,7,20,14,3,9,23,22,17,11,19,5,6,10
533ae3f85,18,1,31.9573,3187.5,32.6507,5062.5,tp,20,11,17,15,6,2,19,10,16,7,22,9,23,5,13,0,3,1,14,12,4,18,21,8
541550e6c,3,1,30.416,1031.25,31.1573,2812.5,tp,15,20,2,7,16,10,5,23,12,22,11,0,19,17,6,13,9,8,3,18,1,14,4,21
55b2b19d1,23,4,48.5355,6459.96,56.4593,11627.9,tp,20,11,17,6,19,15,16,9,1,14,21,10,13,4,2,8,7,0,22,18,3,5,12,23
55dca9c85,23,1,9.8975,7235.16,15.9811,11283.4,tp,2,16,12,18,20,7,8,0,15,1,14,9,21,13,4,17,3,22,11,5,19,6,10,23
5609ef334,19,1,52.016000000000005,281.25,53.568000000000005,2812.5,tp,13,21,1,9,4,15,22,20,17,16,8,14,11,6,23,18,2,12,0,7,19,3,10,5
561ed4362,14,1,0.08,2531.25,0.6667,5531.25,tp,21,2,4,9,8,12,18,20,1,22,0,16,13,11,23,6,17,5,3,14,10,19,7,15
561ed4362,7,1,0.3307,4687.5,3.472,11437.5,tp,21,2,4,9,8,12,18,20,1,22,0,16,13,11,23,6,17,5,3,14,10,19,7,15
56ff074df,1,1,2.7093,3843.75,3.6053,5625.0,tp,20,11,15,2,17,16,6,19,22,10,7,9,13,23,1,5,14,3,4,21,12,8,0,18
57de62a79,23,1,13.1251,7235.16,19.2087,11283.4,tp,2,12,16,8,18,0,7,15,13,21,1,14,4,3,5,22,20,19,10,17,9,11,6,23
5a3f09a5c,10,1,44.2166,947.461,46.6605,10852.7,tp,9,20,13,1,0,8,12,21,18,4,17,15,14,2,16,11,3,6,7,23,19,5,10,22
5a55970ad,17,1,19.9787,1312.5,26.432,3937.5,tp,8,13,21,0,18,4,2,1,12,22,5,14,16,10,23,20,6,9,15,3,11,19,7,17
5a7cc4e44,17,4,49.9147,1406.25,52.5227,3937.5,tp,8,13,0,2,12,18,7,15,21,5,4,16,22,1,10,14,3,23,19,20,6,11,17,9
5a8a2b155,18,1,33.8347,3187.5,34.528,5062.5,tp,16,20,15,11,17,6,2,1,13,22,19,7,9,10,14,23,3,5,21,12,4,8,18,0
5b1e3b55b,17,1,2.8,1312.5,9.2533,3937.5,tp,8,13,18,0,4,12,21,5,2,22,1,23,14,15,10,9,6,7,19,3,16,17,20,11
5b5218aba,11,1,50.7066,1808.79,51.8444,5684.77,tp,21,13,4,8,0,18,12,1,2,23,14,22,20,16,9,15,7,3,17,19,5,10,11,6
5b8830884,8,1,32.0213,3750.0,36.144,5531.25,tp,11,2,20,15,17,22,6,19,9,23,16,10,7,5,1,14,3,12,0,13,18,4,21,8
5bfe1dec6,17,1,22.351999999999997,1312.5,28.8053,3937.5,tp,8,13,21,4,0,18,12,2,1,22,5,14,23,15,16,10,3,6,20,19,7,9,11,17
5d7e9091c,9,1,7.4453,843.75,11.008,5718.75,tp,13,21,16,4,15,22,18,8,2,12,1,14,23,7,3,0,19,6,10,20,11,17,9,5
5f8eecc9e,9,1,54.943999999999996,1125.0,57.7493,5250.0,tp,16,10,22,21,2,19,11,4,20,6,8,7,5,14,13,15,17,1,3,0,12,18,9,23
5f9b4785b,1,1,47.9947,3843.75,48.8907,5625.0,tp,21,8,4,13,0,16,18,2,1,12,14,20,22,7,9,3,5,11,10,17,15,19,6,23
61741251f,10,1,16.7996,947.461,19.2435,10852.7,tp,8,13,21,16,1,18,0,12,2,15,4,7,14,3,9,17,20,5,22,11,19,6,10,23
629489592,12,1,2.7893,562.5,5.9253,3281.25,tp,15,14,21,16,13,1,7,4,10,22,17,11,19,6,8,0,20,23,9,2,5,18,3,12
62ff9d03d,17,4,15.312000000000001,1406.25,17.92,3937.5,tp,8,5,22,10,18,13,21,2,0,4,1,12,16,14,6,23,15,7,19,20,11,3,9,17
655ca0adb,17,1,47.1307,1312.5,53.583999999999996,3937.5,tp,21,13,4,0,18,8,2,1,20,22,12,15,23,14,7,16,3,11,9,19,6,10,17,5
670a35128,20,1,43.8613,2343.75,47.3013,5718.75,tp,13,0,21,2,9,12,8,18,1,4,20,23,6,14,22,15,11,5,10,17,3,19,16,7
689b160fc,13,1,29.3707,93.75,29.9947,843.75,tp,20,11,12,23,18,0,9,22,10,5,7,19,6,3,2,17,16,8,21,14,4,1,15,13
68d182a12,21,1,4.8107,3281.25,5.904,4125.0,tp,22,11,15,2,9,20,17,23,6,19,7,16,10,5,1,14,3,12,0,13,18,4,21,8
69173294f,22,1,40.3467,10687.5,41.952,13687.5,tp,9,6,20,1,13,17,11,21,8,0,4,14,18,15,12,2,19,16,7,3,23,10,5,22
69ea6d76b,19,1,30.9333,281.25,32.4853,2812.5,tp,13,15,12,21,18,2,1,8,16,20,9,23,4,0,17,22,3,7,14,11,6,19,10,5
6a2b677ce,4,1,41.5467,2531.25,43.7333,4031.25,tp,0,12,23,15,2,20,5,7,16,9,17,10,3,22,1,19,11,6,14,8,13,18,21,4
6a6af3c63,2,1,40.304,468.75,42.08,3000.0,tp,21,9,20,13,8,16,4,23,14,18,15,11,17,1,0,7,6,12,22,19,10,3,5,2
6c032e356,23,1,51.6586,7235.16,57.7422,11283.4,tp,20,15,17,11,21,9,13,2,8,0,4,1,6,16,18,7,12,3,14,19,22,10,5,23
6d5f5e052,19,1,36.9013,281.25,38.4533,2812.5,tp,8,13,0,16,12,15,2,18,21,7,4,3,1,14,22,23,5,17,9,19,20,10,11,6
6d93f853d,3,1,47.488,1031.25,48.2293,2812.5,tp,13,8,21,22,18,4,0,5,15,2,12,23,10,14,1,16,7,6,3,19,20,11,9,17
6d93f853d,17,1,10.1173,1312.5,16.5707,3937.5,tp,13,8,21,22,18,4,0,5,15,2,12,23,10,14,1,16,7,6,3,19,20,11,9,17
7080d05d4,23,1,50.4047,7235.16,56.4883,11283.4,tp,2,18,6,1,17,19,0,8,16,13,12,15,14,9,20,11,21,7,4,10,5,22,3,23
711630bd8,18,1,8.896,3187.5,9.5893,5062.5,tp,1,14,16,15,17,2,11,20,10,7,5,9,19,6,22,3,13,23,0,8,12,21,18,4
71c22a29b,8,1,55.8133,3750.0,59.93600000000001,5531.25,tp,15,20,11,17,14,6,9,10,7,22,19,16,1,2,23,13,5,21,0,3,8,4,12,18
7295291a7,1,1,5.3173,3843.75,6.2133,5625.0,tp,11,7,20,22,4,5,17,10,18,15,23,19,6,0,21,9,12,8,13,14,2,3,16,1
76bcc78f1,21,1,1.376,3281.25,2.4693,4125.0,tp,15,20,2,17,11,16,9,6,10,7,23,22,19,5,1,14,12,0,3,13,18,8,4,21
772bd1045,13,1,52.8587,93.75,53.4827,843.75,tp,20,23,11,10,22,7,2,5,19,6,16,0,14,12,9,17,1,3,15,18,8,21,4,13
7765e82d3,13,1,58.3147,93.75,58.9387,843.75,tp,11,20,19,9,17,6,22,10,16,2,23,5,7,0,12,3,18,1,4,14,15,8,21,13
77f2b9543,6,1,49.888000000000005,562.5,52.032,4406.25,tp,13,21,4,1,8,22,16,18,14,2,23,15,12,0,7,9,20,3,10,19,6,11,17,5
787c0db92,4,1,39.5733,2531.25,41.76,4031.25,tp,20,0,15,12,23,2,9,7,16,5,17,10,11,19,6,22,3,1,8,14,18,13,21,4
78f515b6f,7,1,32.1067,4687.5,35.248000000000005,11437.5,tp,21,13,4,8,1,9,18,0,14,15,20,12,22,23,16,11,17,6,2,10,19,5,3,7
796ab9da1,15,1,39.312,93.75,42.656000000000006,1125.0,tp,21,9,4,8,1,0,20,11,13,18,2,6,17,22,12,16,14,10,19,3,5,23,7,15
79b28cad5,4,1,57.7013,2343.75,59.5573,4218.75,tp,15,2,20,0,23,1,12,16,14,7,9,5,17,10,3,11,22,6,19,8,13,18,21,4
7a9d46229,22,1,15.5093,10687.5,17.1147,13687.5,tp,17,20,11,6,9,15,14,1,13,7,21,4,16,19,10,2,8,18,0,23,3,5,12,22
7b79194b3,5,1,9.6,4781.25,11.952,10406.2,tp,21,4,9,20,8,11,0,2,1,22,13,6,18,16,17,10,12,19,23,14,3,7,5,15
7e0d06929,10,1,37.5409,947.461,39.9848,10852.7,tp,13,21,1,8,15,4,18,9,12,2,0,16,20,14,22,23,7,17,3,11,6,19,5,10
7f8fab554,4,1,14.24,2343.75,16.096,4218.75,tp,1,14,16,20,17,9,2,11,15,7,10,19,6,5,23,3,22,0,12,8,13,21,18,4
802907092,23,4,45.3486,6459.96,53.2724,11627.9,tp,2,13,8,1,21,18,12,0,4,22,5,6,9,10,20,16,11,19,14,17,3,15,7,23
80590e499,21,1,7.4933,3281.25,8.5867,4125.0,tp,11,2,22,20,15,9,17,6,23,19,16,10,7,14,5,1,3,12,0,18,13,4,21,8
8080b2283,13,1,52.1867,93.75,52.8107,843.75,tp,20,11,0,9,23,7,17,19,10,12,6,5,2,16,22,3,1,14,15,18,8,4,21,13
81b493ca3,4,1,2.656,2343.75,4.512,4218.75,tp,1,15,16,14,2,20,17,7,5,10,11,23,9,22,19,0,6,3,12,13,8,21,18,4
82d59d24d,22,1,29.568,10687.5,31.1733,13687.5,tp,9,13,1,20,0,12,8,18,4,21,15,2,14,16,17,3,11,23,6,7,5,19,10,22
83028db30,11,1,27.7595,1808.79,28.8972,5684.77,tp,13,21,1,9,4,8,18,0,22,2,6,12,23,20,14,11,10,17,15,5,19,3,16,7
84fd342f8,12,1,13.0133,562.5,16.1493,3281.25,tp,15,16,13,20,11,21,22,7,17,4,14,10,6,19,9,2,23,1,8,0,5,3,18,12
868db1d19,23,4,21.0721,6459.96,28.9959,11627.9,tp,13,21,1,4,9,14,16,2,20,15,8,22,18,17,11,6,12,3,19,7,10,0,23,5
87b64a134,19,1,34.048,281.25,35.6,2812.5,tp,13,21,15,20,16,4,7,11,14,22,9,17,8,1,23,0,18,6,2,12,19,10,3,5
87bf9c992,19,1,46.3307,281.25,47.8827,2812.5,tp,13,21,4,1,9,8,18,0,22,2,23,12,15,14,20,6,17,11,10,16,3,19,5,7
88f783ab9,6,1,8.0747,562.5,10.2187,4406.25,tp,13,8,21,15,2,18,0,16,4,1,12,7,14,3,17,9,22,19,20,23,5,10,11,6
891822ace,9,1,51.728,843.75,55.2907,5718.75,tp,8,13,21,4,5,16,0,22,18,2,12,10,7,15,1,14,3,23,19,6,20,11,9,17
896080a53,12,1,1.7280000000000002,562.5,4.864,3281.25,tp,20,15,11,17,6,10,22,14,9,7,16,19,13,2,4,1,21,23,5,0,8,3,18,12
89fe494b6,22,1,20.6187,10687.5,22.224,13687.5,tp,20,9,0,1,13,15,8,12,17,7,2,14,21,16,18,3,11,23,4,6,19,5,10,22
8b24f2f98,18,1,0.20800000000000002,3187.5,0.9013,5062.5,tp,1,15,14,16,2,20,9,17,23,7,5,0,3,10,12,11,22,19,13,6,8,21,18,4
8b68b817e,13,1,17.328,93.75,17.952,843.75,tp,12,23,0,20,9,2,7,16,5,10,11,19,6,3,17,22,1,14,8,18,15,21,4,13
8e2ff1226,2,1,2.144,468.75,3.92,3000.0,tp,14,21,13,11,9,1,8,4,15,18,23,17,6,16,20,0,22,10,19,7,12,5,3,2
8ee219910,6,1,42.56,562.5,44.70399999999999,4406.25,tp,13,8,0,21,12,15,18,16,4,1,2,23,3,7,14,22,9,5,17,20,19,10,11,6
8ffe19a69,8,1,55.2267,3750.0,59.3493,5531.25,tp,22,5,23,4,7,19,17,12,9,16,13,11,2,3,15,10,6,20,1,18,14,21,0,8
929d655d3,3,1,52.56,1031.25,53.3013,2812.5,tp,21,8,4,1,18,9,0,13,12,2,20,22,16,14,23,6,17,5,11,3,10,19,7,15
92ae9bcc2,10,1,24.9905,947.461,27.4344,10852.7,tp,13,8,0,12,21,18,2,16,1,4,15,7,3,9,20,14,23,17,22,5,19,11,6,10
9425c4b01,12,1,51.3493,562.5,54.4853,3281.25,tp,15,16,14,11,1,13,7,21,22,6,17,20,10,19,2,23,8,9,4,0,5,3,18,12
944edda33,2,1,43.7867,468.75,45.5627,3000.0,tp,16,14,11,21,20,18,8,4,9,13,15,7,17,23,1,6,0,10,19,22,5,12,3,2
96fc32e3d,23,4,37.6976,6459.96,45.6214,11627.9,tp,20,11,17,16,19,6,15,14,7,1,2,21,10,13,4,8,9,0,22,18,3,5,12,23
983a13114,20,1,37.856,2343.75,41.29600000000001,5718.75,tp,13,21,8,4,2,0,12,18,1,22,23,15,14,5,20,16,10,3,9,19,6,11,17,7
989b95591,18,1,55.4827,3187.5,56.176,5062.5,tp,20,11,10,7,2,22,19,6,9,17,14,16,23,1,5,15,3,4,0,21,8,12,18,13
9abdbfc9f,12,1,18.6187,562.5,21.7547,3281.25,tp,15,20,11,17,14,6,16,9,22,10,21,7,13,4,19,1,23,2,8,0,5,18,3,12
9cb1f4a34,17,4,27.3653,1406.25,29.9733,3937.5,tp,8,0,13,21,12,18,2,4,16,1,14,15,7,5,3,19,20,23,6,10,11,9,22,17
9d293be93,12,1,52.7627,562.5,55.8987,3281.25,tp,15,14,11,20,16,21,1,17,22,6,13,9,10,7,19,4,23,8,2,0,5,18,3,12
9d2bf51ce,21,1,54.4907,3281.25,55.583999999999996,4125.0,tp,15,20,2,17,11,16,22,6,23,7,10,1,19,9,5,14,3,12,0,13,18,8,4,21
