0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,3,4,5,6,7,8,9,data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
,,,,,,,,,,,,,,,,,,,,,,,,tp,4565.04,1464.26,0c448e77c,4.0,17.0,40.0428,36.2638,23,11,10,6,3,17,9,20,14,5,12,21,0,7,8,1,4,19,2,15,16,18,22,13,5,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,3000.0,468.75,0e034f968,1.0,2.0,3.6693,1.8933,2,3,1,13,12,5,20,10,17,18,22,0,19,21,11,8,7,9,14,6,4,16,23,15,0,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,3000.0,468.75,0e2e4ac19,1.0,2.0,46.336000000000006,44.56,2,3,18,5,10,13,0,12,20,1,11,19,17,22,6,7,8,21,23,4,14,16,9,15,0,6
,,,,,,,,,,,,,,,,,,,,,,,,tp,8250.0,5906.25,0ea8ea68a,1.0,0.0,4.5973,3.8027,0,18,3,12,10,7,5,20,2,8,11,14,1,19,17,6,16,15,9,13,22,21,23,4,0,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,0f99800b7,1.0,11.0,28.5547,27.416999999999998,11,7,15,10,3,20,14,17,23,19,16,12,5,6,1,9,4,18,0,22,21,2,13,8,0,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,10dae79ed,1.0,18.0,30.8853,30.191999999999997,18,12,3,0,2,5,14,4,13,6,7,16,21,20,1,10,9,19,23,11,15,8,22,17,0,3
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,11a52d37a,1.0,18.0,46.7627,46.0693,18,4,12,3,0,13,5,21,9,14,10,6,1,16,20,2,19,11,23,8,15,7,17,22,0,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,5250.0,1125.0,12ec1d4cb,1.0,9.0,26.9173,24.112,17,20,9,3,18,19,11,10,6,23,7,14,2,5,15,0,4,8,16,21,12,22,1,13,2,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,6468.75,3750.0,1414bbe17,1.0,14.0,14.9173,14.6453,14,21,3,1,18,7,13,20,4,11,8,6,15,17,9,2,22,12,23,10,0,19,5,16,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,14948ff80,1.0,13.0,45.1253,44.5013,13,4,3,19,5,10,6,12,1,9,18,16,15,11,23,17,21,7,20,14,0,22,2,8,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,1520a52ef,1.0,13.0,7.12,6.496,18,13,4,12,0,3,10,19,5,21,14,9,6,1,16,11,23,15,8,20,2,7,22,17,1,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,1545e29b3,1.0,19.0,1.6907,0.1387,19,20,3,7,10,14,16,12,11,23,5,21,15,1,6,9,2,22,18,0,17,4,13,8,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,158c5acb6,4.0,16.0,20.6773,18.8427,16,1,3,7,21,12,22,20,0,19,2,5,14,9,8,13,15,6,23,10,4,11,17,18,0,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,163e86660,1.0,3.0,58.8053,58.06399999999999,3,5,12,20,16,14,17,7,9,19,10,21,1,23,11,4,15,13,6,0,22,8,2,18,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,1856bb5c2,1.0,22.0,38.0587,36.4533,23,11,22,3,7,6,9,10,19,2,5,21,17,20,14,8,12,4,13,15,16,1,18,0,2,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,18c47b7f2,1.0,8.0,36.6667,32.544000000000004,8,21,14,4,12,3,13,9,18,19,1,0,6,22,5,20,23,17,2,7,16,15,11,10,0,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,18df43462,1.0,5.0,49.1893,46.8373,14,5,18,21,15,6,2,3,20,7,8,1,11,17,22,12,9,0,23,10,19,13,4,16,1,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,195e5ba43,1.0,19.0,26.736,25.184,19,11,7,10,20,17,6,3,23,16,5,15,9,8,4,13,22,2,14,18,21,1,12,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,1aa00dc63,4.0,23.0,49.1566,41.2328,12,3,23,18,5,0,16,1,7,13,19,21,11,14,2,10,4,6,9,15,20,22,17,8,2,5
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,1ba9ee79a,1.0,1.0,6.8427,5.9467,3,1,12,0,14,8,5,18,21,13,4,7,16,15,23,6,10,19,22,2,9,20,17,11,1,3
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,1bc8c196e,1.0,22.0,6.2027,4.5973,22,12,3,2,21,1,8,7,5,16,14,19,20,0,15,13,9,17,23,10,6,4,11,18,0,13
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,1c46aa776,1.0,6.0,32.8747,30.7307,23,6,3,20,9,10,17,11,21,16,2,4,14,7,12,5,13,19,8,0,22,15,18,1,1,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,1d76cb226,1.0,21.0,50.8053,49.711999999999996,8,21,4,13,15,3,12,9,19,14,1,6,18,2,0,20,5,23,22,11,17,7,16,10,1,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,1eb2a9113,1.0,7.0,31.6107,28.4693,15,7,3,10,5,12,11,20,22,19,0,16,14,2,9,23,17,6,1,8,13,21,18,4,1,10
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,1f5dd26db,1.0,8.0,10.2133,6.0907,8,4,21,3,5,18,12,19,9,1,13,14,23,0,6,17,11,2,22,20,15,16,7,10,0,13
,,,,,,,,,,,,,,,,,,,,,,,,tp,4218.75,2343.75,20801bb7d,1.0,4.0,3.7653,1.9093,18,4,0,2,12,3,11,10,13,20,23,6,5,14,16,21,1,8,9,19,17,7,15,22,1,2
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,2105bda77,1.0,11.0,50.218999999999994,49.0812,11,22,10,7,17,20,6,3,23,9,5,19,15,4,8,1,14,13,2,21,16,12,18,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,2343.75,23adb9473,1.0,20.0,54.943999999999996,51.504,20,10,7,3,11,23,16,5,17,15,19,2,22,12,13,1,14,0,9,4,21,8,6,18,0,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,4218.75,2343.75,251569711,1.0,4.0,20.0693,18.2133,18,4,0,3,12,21,13,9,6,23,19,11,14,10,5,20,16,15,8,1,17,2,7,22,1,2
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,2695a2878,1.0,23.0,51.4322,45.3486,23,3,12,5,10,20,4,11,9,2,21,6,7,13,16,19,18,8,1,17,15,0,22,14,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,2717a930e,1.0,8.0,18.2987,14.175999999999998,8,21,4,18,3,5,12,14,19,13,9,6,1,2,0,20,22,7,11,17,16,15,23,10,0,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,28fd95f7f,1.0,11.0,26.018,24.8802,11,7,3,17,20,6,16,10,19,4,8,5,15,14,2,18,1,13,21,23,12,9,22,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,8250.0,5906.25,2a3c1f921,1.0,0.0,47.6533,46.8587,0,18,3,12,2,5,10,8,20,17,7,11,13,19,14,6,16,15,21,4,1,9,23,22,0,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,2a7ed55d4,1.0,5.0,9.6533,7.3013,5,3,8,20,23,0,10,12,7,15,16,9,17,19,21,22,11,1,2,4,14,18,6,13,0,5
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,2b9c8d234,1.0,8.0,41.663999999999994,37.5413,4,21,8,3,12,18,13,9,5,19,14,17,23,1,11,20,6,16,15,22,0,10,2,7,2,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,2bcddf9a5,1.0,3.0,21.7173,20.976,5,20,3,10,12,7,14,23,16,11,4,8,6,18,15,19,2,21,17,1,9,22,0,13,2,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,2c97a8020,1.0,17.0,51.408,44.9547,17,7,10,20,3,11,16,19,15,12,23,2,5,0,1,6,9,18,14,13,22,8,4,21,0,13
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,2ce34e1b6,4.0,16.0,57.1307,55.29600000000001,16,3,1,21,9,20,4,12,7,17,8,14,19,10,5,23,15,22,11,6,13,0,18,2,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,2cf89ef6b,1.0,1.0,24.896,24.0,1,3,13,14,21,17,4,12,16,6,18,9,19,11,15,7,2,22,10,0,5,23,20,8,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,2d09eb065,1.0,19.0,47.1147,45.5627,17,19,3,15,11,16,20,10,7,13,12,6,2,5,9,23,4,0,21,1,18,22,14,8,1,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,2d50db2b1,1.0,11.0,2.0085,0.8707,11,3,6,10,12,23,5,7,9,8,4,21,20,19,18,15,17,22,14,1,13,2,16,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,2e7bc0749,1.0,22.0,25.5147,23.9093,22,7,10,11,3,20,9,23,16,5,12,15,19,6,8,17,14,0,21,2,1,4,18,13,0,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,2eb098e76,1.0,3.0,29.296,28.5547,2,3,18,5,10,20,13,0,1,11,12,21,8,22,17,7,19,4,6,9,16,14,23,15,1,7
,,,,,,,,,,,,,,,,,,,,,,,,tp,4218.75,2343.75,2ed5af143,1.0,4.0,59.648,57.792,18,4,21,3,14,0,12,13,8,1,9,23,6,20,16,11,19,10,15,5,7,2,17,22,1,5
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,2febbdfc5,1.0,15.0,18.8053,15.4613,7,15,16,20,3,22,14,10,11,12,1,6,23,19,17,5,2,8,9,21,0,13,4,18,1,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,304141997,1.0,1.0,40.9653,40.0693,1,13,3,21,4,14,17,16,6,9,0,12,19,15,22,7,5,10,23,8,2,20,11,18,0,10
,,,,,,,,,,,,,,,,,,,,,,,,tp,6468.75,3750.0,305ff00d1,1.0,14.0,50.128,49.856,14,21,18,3,7,20,15,1,6,11,12,8,2,22,17,23,13,9,0,5,10,4,19,16,0,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,32278292a,1.0,3.0,28.048000000000002,27.3067,9,3,17,7,16,20,19,11,14,10,23,12,18,21,8,1,15,6,4,22,0,5,2,13,1,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,3187.5,562.5,3296a3827,1.0,6.0,57.3493,55.328,6,11,7,10,17,2,3,23,20,9,13,12,19,22,8,15,5,16,14,0,4,18,21,1,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,352056163,1.0,13.0,33.4827,32.8587,13,21,4,3,9,18,12,19,14,6,10,5,1,16,8,15,11,17,23,20,0,7,22,2,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,352bc8d36,1.0,21.0,3.3493,2.256,14,21,18,7,3,20,11,15,8,1,6,2,12,9,17,23,22,5,13,10,19,0,4,16,1,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,356b93991,1.0,18.0,8.16,7.4667,18,4,12,3,0,13,21,9,23,10,20,19,11,6,5,15,14,16,2,8,7,17,1,22,0,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,843.75,3853bba8e,1.0,9.0,5.6747,2.112,6,17,7,3,9,14,20,10,23,11,12,19,16,5,1,15,21,22,4,8,0,18,2,13,4,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,3a2afcf76,1.0,18.0,27.9253,27.232,18,3,12,0,5,10,20,7,2,13,6,16,19,21,4,11,1,14,8,15,9,23,17,22,0,3
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,3c621e663,1.0,17.0,56.2453,49.792,17,9,10,19,3,15,13,18,2,11,6,20,4,7,5,0,8,23,21,12,1,14,22,16,0,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,3f88e7718,1.0,10.0,10.7392,8.2953,10,22,5,23,3,13,12,20,7,21,19,4,16,17,9,14,11,0,6,15,1,2,18,8,0,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,400b7210c,1.0,17.0,50.8533,44.4,17,19,3,7,20,16,10,15,11,6,2,23,18,13,14,5,9,4,0,8,12,1,21,22,0,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,400b7210c,1.0,19.0,48.176,46.623999999999995,17,19,3,7,20,16,10,15,11,6,2,23,18,13,14,5,9,4,0,8,12,1,21,22,1,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,415cf2484,1.0,7.0,59.9573,56.816,3,20,7,17,16,23,1,5,10,12,15,2,14,19,11,0,9,22,6,21,4,8,18,13,2,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,3000.0,468.75,41829d963,1.0,2.0,2.432,0.6559999999999999,2,18,3,5,12,13,19,11,4,1,21,7,10,6,14,23,16,20,22,8,0,15,9,17,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,426c11508,1.0,5.0,24.464000000000002,22.112,5,12,3,7,10,20,2,13,11,6,19,9,23,8,0,15,21,16,18,14,22,1,17,4,0,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,2812.5,42f4b8b64,1.0,14.0,4.1067,3.1839999999999997,14,3,1,21,12,18,7,16,20,4,8,15,17,5,23,19,13,0,9,10,6,11,2,22,0,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,43d34d63c,1.0,15.0,45.9147,42.5707,2,7,3,5,15,10,22,20,18,1,13,8,17,21,14,12,19,11,6,0,16,9,4,23,4,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,441707582,4.0,16.0,21.4027,19.567999999999998,3,16,20,14,12,21,1,4,23,10,5,19,6,15,11,7,18,17,8,22,9,13,2,0,1,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,3281.25,562.5,44c8b5c73,1.0,12.0,3.84,0.7040000000000001,18,12,3,0,5,2,4,13,10,6,14,20,19,11,16,21,7,1,23,9,8,15,17,22,1,3
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,4696db75c,1.0,11.0,50.3873,49.2495,10,3,23,20,14,11,7,9,21,12,1,6,5,4,15,19,17,16,22,8,13,18,0,2,5,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,3281.25,562.5,471bb3a84,1.0,12.0,31.1733,28.0373,12,3,13,5,19,2,11,7,6,20,0,15,22,1,10,17,23,9,16,21,4,18,14,8,0,10
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,471df4911,1.0,11.0,48.0073,46.8695,10,11,23,7,22,3,20,5,17,9,6,19,15,16,12,14,8,13,4,1,2,0,21,18,1,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,48ceeeb96,4.0,23.0,36.6469,28.7231,23,7,10,11,20,3,12,17,16,19,2,5,9,21,1,15,4,8,6,13,14,18,0,22,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,4a7fe1b31,1.0,17.0,55.9093,49.456,17,3,19,9,10,6,18,11,20,23,8,2,15,13,4,7,14,12,21,0,5,16,1,22,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,7500.0,5906.25,4b3e0b984,1.0,0.0,2.1653,0.8747,0,20,10,3,18,5,12,2,8,7,11,19,17,16,15,9,6,22,13,21,23,1,14,4,0,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,4218.75,2343.75,4b406a1bc,1.0,4.0,12.6187,10.7627,4,3,9,21,18,12,1,13,17,19,14,16,11,6,8,23,15,5,0,7,20,10,22,2,0,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,4e4bc17a7,1.0,7.0,5.5360000000000005,2.3947,7,16,3,20,1,10,22,23,14,11,5,12,15,2,19,9,17,6,0,21,8,18,13,4,0,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,4f600e6f7,1.0,11.0,41.9991,40.8613,11,6,20,7,17,2,3,10,8,19,22,9,14,23,4,21,16,5,15,13,18,12,1,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,4fb946872,1.0,6.0,6.16,4.016,11,6,17,3,14,1,20,10,9,7,21,18,19,23,4,12,15,5,8,16,22,2,13,0,1,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,51cb253b0,1.0,7.0,49.104,45.9627,7,11,15,10,20,3,19,23,14,17,16,5,12,6,1,9,2,22,13,4,0,21,8,18,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,54399c91c,1.0,18.0,54.4693,53.776,18,3,0,12,4,21,13,8,5,14,1,16,2,6,20,9,7,10,19,15,11,23,17,22,0,2
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,55228e5c5,4.0,16.0,26.3787,24.544,16,1,3,7,20,21,22,14,9,8,2,12,0,19,5,17,10,15,6,13,11,18,23,4,0,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,56d22a5b3,1.0,18.0,15.728,15.0347,18,4,21,3,8,0,12,14,9,13,16,20,2,5,1,10,6,7,19,23,11,17,15,22,0,5
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,56e311030,1.0,8.0,8.863999999999999,4.7413,8,21,4,3,12,14,1,13,19,9,20,6,0,22,5,18,2,23,17,7,11,16,15,10,0,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,5977f6b4c,1.0,1.0,17.2427,16.3467,1,14,3,13,0,17,9,6,11,2,18,19,16,21,22,10,7,5,15,12,4,8,20,23,0,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,599b19a33,1.0,15.0,57.2213,53.8773,14,15,18,21,3,7,20,11,2,6,12,5,10,17,19,8,1,22,9,0,4,16,13,23,1,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,59a9eb657,4.0,23.0,51.3683,43.4445,23,12,3,5,0,9,2,11,10,13,20,21,18,16,19,4,17,1,8,7,6,15,22,14,0,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,59e549ee2,1.0,5.0,51.983999999999995,49.632,5,3,10,17,20,18,2,7,11,9,12,15,0,19,23,14,21,8,16,4,6,13,1,22,0,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,3281.25,562.5,5b219bb1c,1.0,12.0,3.696,0.56,3,12,7,20,9,16,13,18,5,11,2,10,15,19,21,0,14,6,1,17,23,4,22,8,1,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,5b54af5a2,1.0,3.0,21.1627,20.4213,15,7,10,3,20,9,17,11,23,5,16,19,12,1,14,2,0,6,22,21,8,13,4,18,3,16
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,5bfe1dec6,1.0,17.0,44.0267,37.5733,17,7,10,3,5,14,19,15,20,6,0,11,2,13,8,12,4,18,16,23,21,9,1,22,0,10
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,5c57d8095,1.0,15.0,24.9227,21.5787,3,15,20,7,17,16,23,10,12,5,19,11,0,9,1,6,8,22,2,4,13,21,14,18,1,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,5debe8941,1.0,19.0,48.0053,46.4533,20,19,3,7,0,12,16,10,1,5,23,15,2,8,22,9,17,11,6,21,14,4,13,18,1,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,5e7e1643e,4.0,16.0,5.0773,3.2427,16,3,1,7,21,12,20,8,9,22,19,5,2,0,6,13,14,10,11,15,17,23,18,4,0,13
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,5f51598f1,1.0,17.0,32.4,25.9467,17,20,7,3,10,16,23,15,19,11,6,5,2,9,18,13,0,14,8,4,12,21,1,22,0,16
,,,,,,,,,,,,,,,,,,,,,,,,tp,5250.0,1125.0,5f8eecc9e,1.0,9.0,51.36,48.5547,9,23,18,0,13,17,20,3,10,4,19,11,6,1,12,21,15,2,5,8,16,14,7,22,0,3
,,,,,,,,,,,,,,,,,,,,,,,,tp,8250.0,5906.25,5f9157d7b,1.0,0.0,59.728,58.9333,8,0,18,12,3,5,21,4,1,10,6,20,7,17,19,2,13,9,11,16,15,14,22,23,1,1
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,5f9b4785b,1.0,15.0,19.4773,16.1333,7,17,20,1,15,14,23,3,16,10,19,9,22,12,11,5,2,6,4,0,8,21,18,13,4,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,60a493ad4,1.0,6.0,42.832,40.688,11,6,22,10,7,23,20,3,17,5,9,14,4,8,19,2,15,16,13,12,21,1,18,0,1,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,6102fb9d6,1.0,3.0,13.4933,12.752,2,12,3,18,13,0,5,1,19,6,14,11,10,7,22,23,21,16,20,9,15,4,8,17,2,5
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,6838dc4f9,1.0,10.0,35.9271,33.4832,10,1,5,3,23,13,0,18,14,7,6,17,16,12,19,9,2,11,21,4,20,15,22,8,0,6
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,687733bf1,1.0,3.0,12.672,11.9307,11,15,7,17,10,19,6,20,5,3,14,12,16,9,22,13,2,23,8,4,18,0,1,21,9,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,6b9e3f7c6,1.0,21.0,8.7307,7.6373,21,4,3,9,17,18,8,12,19,14,13,1,23,16,6,11,15,5,22,20,7,10,0,2,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,2343.75,6bf2953a8,1.0,20.0,36.736,33.296,20,3,10,14,2,13,4,11,16,21,8,19,17,7,15,23,1,12,5,22,9,0,6,18,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,2343.75,6bf2953a8,1.0,20.0,22.9013,19.4613,20,3,10,14,2,13,4,11,16,21,8,19,17,7,15,23,1,12,5,22,9,0,6,18,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,6e82ee19a,1.0,10.0,29.5242,27.0803,10,23,3,20,7,5,16,12,17,11,0,6,19,9,21,15,14,1,4,13,8,22,2,18,0,10
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,710537df8,4.0,16.0,34.544000000000004,32.7093,16,3,1,7,20,9,21,11,12,19,22,17,10,4,14,8,15,5,2,23,13,0,6,18,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,717780789,1.0,6.0,39.952,37.808,17,6,9,15,3,19,23,11,18,10,12,2,13,20,22,14,8,5,21,0,7,16,4,1,1,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,71e134a57,1.0,1.0,37.6907,36.7947,1,14,3,0,13,9,17,7,2,22,6,21,12,10,5,19,16,23,18,11,8,15,20,4,0,3
,,,,,,,,,,,,,,,,,,,,,,,,tp,4565.04,1464.26,7341161bd,4.0,17.0,16.9215,13.1425,17,3,7,20,10,12,23,5,11,16,6,13,15,19,4,22,14,2,8,0,9,1,21,18,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,843.75,738e4dcb5,1.0,9.0,56.8373,53.2747,17,9,20,19,3,10,18,2,7,11,6,21,14,23,8,0,13,4,1,5,12,15,22,16,1,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,745171bf2,1.0,6.0,6.2987,4.1547,6,3,12,20,23,10,5,9,21,11,14,17,4,1,8,18,0,19,7,15,13,16,2,22,0,16
