0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,3,4,5,6,7,8,9,data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,2531.25,1679e323d,1.0,14.0,9.264,8.6773,14,7,3,10,21,16,20,1,11,15,23,18,4,5,19,12,8,17,9,6,0,13,22,2,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,2812.5,16ccddf71,1.0,14.0,52.8,51.8773,14,21,1,7,10,3,0,13,15,19,4,18,6,11,8,9,2,17,16,23,12,22,5,20,0,6
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,2343.75,178b835e3,1.0,20.0,40.0853,36.6453,16,7,15,20,3,10,11,23,1,19,17,8,14,5,0,6,22,21,12,13,4,9,18,2,3,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,19dfeda02,1.0,6.0,18.2133,16.0693,6,2,16,10,3,7,11,19,5,23,18,21,0,1,14,8,15,20,22,4,13,12,17,9,0,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,1a5fb3223,1.0,7.0,59.9307,56.7893,15,14,7,23,1,21,10,22,3,17,13,0,4,19,11,18,9,6,8,5,20,2,16,12,2,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,6468.75,3750.0,1b77382c7,1.0,14.0,32.4213,32.1493,14,21,4,1,8,10,7,19,18,13,15,0,3,6,11,2,16,22,9,12,5,17,23,20,0,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,1d949c49d,1.0,15.0,36.9867,33.6427,2,15,23,7,3,14,10,0,22,6,1,5,21,18,19,13,11,16,12,4,17,8,20,9,1,7
,,,,,,,,,,,,,,,,,,,,,,,,tp,3281.25,562.5,1e05620be,1.0,12.0,41.5947,38.4587,3,12,8,15,16,0,1,23,5,7,20,18,14,11,19,17,13,10,9,21,4,6,2,22,1,5
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,1fb41e1c4,1.0,18.0,14.5653,13.872,12,18,3,0,2,4,8,1,5,21,20,15,23,13,14,6,19,9,11,16,10,17,7,22,1,3
,,,,,,,,,,,,,,,,,,,,,,,,tp,3000.0,468.75,1fb94ae60,1.0,2.0,50.0213,48.2453,2,3,12,6,21,20,5,19,14,0,18,8,15,4,11,16,13,1,17,23,10,7,9,22,0,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,1fbc39373,4.0,16.0,36.2293,34.3947,16,3,7,1,15,10,19,14,20,11,13,23,4,6,17,0,9,12,21,8,2,5,18,22,0,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,21c9f1ba3,1.0,8.0,15.9573,11.8347,8,4,18,3,12,21,0,14,1,5,23,6,15,13,16,17,10,9,19,7,11,20,2,22,0,6
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,21e2f2977,1.0,15.0,29.6747,26.3307,15,7,23,3,5,16,22,0,1,11,10,19,17,20,18,13,8,14,21,6,9,4,12,2,0,7
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,22050fe3f,1.0,19.0,58.176,56.623999999999995,19,6,16,3,11,17,10,7,23,5,15,8,13,12,18,1,0,4,2,21,9,14,20,22,0,16
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,22bfc5978,1.0,5.0,48.9707,46.6187,23,5,3,10,12,11,6,18,16,19,0,15,1,7,21,2,14,8,4,20,9,17,13,22,1,10
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,2319eb4b4,1.0,18.0,26.3253,25.631999999999998,18,12,3,4,1,0,2,21,6,8,10,23,13,5,14,11,15,9,17,19,16,7,20,22,0,5
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,24aac801a,1.0,1.0,47.29600000000001,46.4,1,14,21,4,0,3,13,7,18,15,10,6,11,12,8,19,22,9,2,23,5,16,17,20,0,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,8250.0,5906.25,281865590,1.0,0.0,48.8533,48.0587,0,18,10,3,8,2,23,11,5,19,20,6,9,4,1,15,12,22,17,13,14,7,21,16,0,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,288e5d13f,1.0,3.0,15.1307,14.3893,1,4,21,6,14,13,18,3,7,11,12,19,15,8,10,5,17,2,22,9,16,0,23,20,7,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,29127020a,1.0,3.0,25.8613,25.12,7,3,14,20,15,21,5,10,12,16,1,23,11,2,17,0,8,19,9,18,4,22,6,13,1,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,2a69408f6,1.0,5.0,43.728,41.376000000000005,5,11,3,23,4,7,10,14,6,8,18,12,20,15,21,13,1,2,9,16,19,0,17,22,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,2bb539997,1.0,7.0,29.232,26.0907,7,3,20,23,9,10,15,16,5,1,11,19,17,4,12,8,18,6,21,22,14,13,2,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,2bcddf9a5,1.0,5.0,18.8213,16.4693,3,5,2,16,20,7,19,23,10,11,6,12,21,8,18,15,4,14,1,0,13,9,17,22,1,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,2c6ba715f,1.0,21.0,44.7893,43.696000000000005,21,4,3,1,14,8,18,12,13,6,2,10,5,15,19,16,7,11,9,23,0,22,17,20,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,3000.0,468.75,2dc763e67,1.0,2.0,8.0747,6.2987,2,5,15,19,7,3,6,21,11,16,13,4,14,17,8,10,0,1,18,20,12,23,22,9,0,16
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,2e698aba5,4.0,23.0,11.9467,4.0229,23,3,12,7,5,10,4,18,19,0,16,11,20,15,2,21,8,1,9,6,13,22,14,17,0,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,3000.0,468.75,2eb098e76,1.0,2.0,26.7413,24.9653,2,3,15,12,5,6,21,20,19,8,7,0,11,4,18,14,16,1,13,17,23,9,22,10,0,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,2ec1b3167,1.0,13.0,57.6213,56.9973,21,2,14,3,1,4,8,16,18,6,12,5,10,19,0,13,15,11,9,7,23,20,22,17,15,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,5250.0,1125.0,2fc2eca0c,1.0,9.0,55.7387,52.9333,1,0,15,3,12,9,7,13,8,18,23,14,17,22,11,10,19,6,4,21,20,5,2,16,5,1
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,33d0f2685,4.0,16.0,57.8187,55.983999999999995,7,16,3,10,11,23,19,20,5,15,17,1,8,22,9,14,4,12,6,21,18,0,13,2,1,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,34340b225,4.0,23.0,23.7888,15.865,23,5,3,12,0,4,10,18,15,21,19,7,8,16,2,1,9,20,11,6,13,17,22,14,0,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,34340b225,1.0,5.0,42.224,39.872,23,5,3,12,0,4,10,18,15,21,19,7,8,16,2,1,9,20,11,6,13,17,22,14,1,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,3458e20b8,1.0,10.0,12.8871,10.4432,7,10,11,23,5,19,17,22,15,3,8,0,16,6,14,4,20,1,21,13,9,18,2,12,1,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,8250.0,5906.25,349095631,1.0,0.0,29.2267,28.432,2,19,18,3,0,5,12,16,4,11,1,8,6,7,13,21,23,20,9,10,15,14,17,22,4,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,843.75,349095631,1.0,9.0,19.792,16.2293,2,19,18,3,0,5,12,16,4,11,1,8,6,7,13,21,23,20,9,10,15,14,17,22,18,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,3513db2b8,1.0,21.0,24.976,23.8827,14,21,4,18,10,13,1,7,6,3,15,0,8,11,19,2,12,5,22,20,23,9,16,17,1,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,35675af70,1.0,23.0,59.2225,53.1389,23,3,5,10,12,7,19,11,18,4,2,0,16,20,17,9,6,22,15,1,21,13,14,8,0,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,35844fa7f,1.0,6.0,22.544,20.4,6,3,0,14,1,11,18,12,7,15,23,10,8,9,19,2,17,5,21,16,4,22,13,20,0,2
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,35a7c2277,1.0,22.0,17.936,16.3307,22,7,23,15,11,10,5,3,6,19,14,0,1,12,18,21,2,13,8,17,4,16,9,20,0,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,35f9c5c38,1.0,5.0,40.4747,38.1227,20,23,3,5,0,15,18,17,10,7,14,1,12,8,19,16,11,21,2,9,4,6,13,22,3,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,3647cd276,1.0,15.0,58.176,54.832,7,15,14,10,23,11,0,22,19,1,3,17,21,6,13,5,8,18,4,9,16,20,2,12,1,6
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,364e9b5e7,4.0,16.0,30.1493,28.3147,16,1,7,3,14,10,11,15,8,19,20,0,23,21,6,4,12,13,9,18,5,17,2,22,0,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,376a0a779,1.0,18.0,52.56,51.8667,3,12,0,8,18,2,15,17,1,13,5,6,11,19,23,16,20,14,9,10,7,4,21,22,4,2
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,398e818ec,1.0,11.0,14.5009,13.3631,11,7,16,10,4,5,3,6,8,20,21,23,13,17,0,1,9,12,22,18,19,14,15,2,0,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,4031.25,2531.25,39aa6482e,1.0,4.0,18.928,16.7413,21,4,3,12,18,8,1,0,14,5,13,23,6,15,10,9,11,16,7,2,19,17,20,22,1,7
,,,,,,,,,,,,,,,,,,,,,,,,tp,3000.0,468.75,3a1293df5,1.0,2.0,32.8213,31.0453,22,2,15,3,7,21,6,1,19,5,13,11,14,16,17,4,8,18,23,20,12,0,10,9,1,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,3c443fa6e,1.0,8.0,58.4373,54.3147,8,21,4,18,3,12,1,0,14,6,10,5,13,16,23,19,11,7,15,9,2,22,17,20,0,7
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,3c621e663,1.0,17.0,27.0507,20.5973,17,9,3,15,4,19,7,6,14,20,5,8,13,12,23,1,0,11,21,18,22,16,2,10,0,16
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,3d28b6a6b,1.0,22.0,49.0667,47.4613,8,4,22,12,3,1,21,18,16,0,5,7,15,23,14,17,13,19,11,6,10,20,9,2,2,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,3d2b1c860,1.0,21.0,48.5707,47.4773,4,21,8,1,18,3,14,10,12,6,23,7,16,5,13,0,15,11,22,9,17,19,20,2,1,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,3f3c49ad2,1.0,10.0,18.8778,16.4339,10,23,3,5,0,7,11,20,16,4,1,8,13,15,19,18,22,12,6,2,9,17,14,21,0,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,3fcca1372,1.0,17.0,45.0293,38.576,17,7,11,10,23,4,15,6,3,19,16,8,20,14,1,9,22,21,0,13,5,12,18,2,0,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,3ffaeaa6c,1.0,15.0,51.5893,48.2453,11,7,15,17,23,10,22,6,3,16,20,19,0,1,14,13,5,4,8,21,18,9,12,2,2,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,408fcd1dc,4.0,23.0,55.9775,48.0537,23,14,1,21,4,7,15,10,0,19,9,3,18,11,8,2,16,12,13,22,6,20,5,17,0,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,4373930a5,1.0,13.0,46.208,45.583999999999996,1,13,14,4,21,8,0,15,18,7,6,10,19,11,5,3,12,22,2,16,23,9,17,20,1,6
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,438c12dbc,1.0,7.0,22.688000000000002,19.5467,15,7,14,1,10,23,21,0,22,13,11,16,8,3,19,6,18,17,4,2,9,5,20,12,1,7
,,,,,,,,,,,,,,,,,,,,,,,,tp,8250.0,5906.25,45c356538,1.0,0.0,50.9067,50.111999999999995,0,18,8,1,3,4,12,10,14,21,13,9,23,11,6,15,19,5,20,17,7,2,22,16,0,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,4621de448,1.0,23.0,27.208000000000002,21.1244,23,3,12,7,4,10,18,19,0,5,15,1,11,2,16,6,8,21,9,20,13,22,14,17,0,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,473cac467,1.0,11.0,10.1645,9.0268,11,7,23,15,10,3,6,1,8,21,4,16,14,0,19,22,20,17,18,13,9,5,12,2,0,13
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,4874059ad,1.0,21.0,59.1947,58.1013,14,21,4,3,1,19,10,8,18,13,2,7,15,6,11,0,20,12,23,5,9,22,16,17,1,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,2343.75,48fb5143f,1.0,20.0,32.08,28.64,20,15,7,3,23,0,10,5,19,1,8,14,12,17,2,4,6,21,13,16,18,11,9,22,0,5
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,49fbbb4ca,1.0,5.0,19.6907,17.3387,23,5,3,10,4,12,0,19,11,21,18,9,7,6,2,1,16,20,8,22,13,15,14,17,1,6
,,,,,,,,,,,,,,,,,,,,,,,,tp,5250.0,1125.0,4a0ca83ec,1.0,9.0,23.6373,20.831999999999997,3,9,7,11,15,17,1,12,18,23,19,14,5,0,8,20,10,21,16,6,4,2,13,22,1,13
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,4bb31c8c1,1.0,6.0,47.3653,45.2213,6,3,10,23,7,11,17,18,0,19,12,8,1,5,20,16,9,13,4,15,22,21,14,2,0,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,4c840ed89,1.0,7.0,35.9893,32.848,7,23,10,5,11,3,15,19,20,16,17,22,14,21,1,6,8,18,0,4,9,13,2,12,0,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,3281.25,562.5,4d54e38a8,1.0,12.0,49.1253,45.9893,12,3,8,13,0,2,15,1,16,19,5,6,17,23,14,20,18,9,11,4,21,10,7,22,0,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,50b93a173,1.0,19.0,22.4373,20.8853,19,3,10,11,6,23,16,17,7,5,20,1,8,0,18,13,21,12,4,15,14,9,22,2,0,13
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,533ae3f85,1.0,18.0,32.6507,31.9573,1,14,21,18,3,12,8,4,0,15,2,5,13,10,23,19,6,11,9,20,7,16,22,17,3,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,541550e6c,1.0,3.0,31.1573,30.416,4,1,21,18,3,14,23,12,13,6,10,8,15,5,0,7,11,9,19,17,16,22,20,2,4,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,55b2b19d1,4.0,23.0,56.4593,48.5355,23,12,3,4,0,2,20,19,10,21,18,5,9,11,13,14,16,8,17,6,1,7,15,22,0,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,55dca9c85,1.0,23.0,15.9811,9.8975,23,11,3,4,7,10,5,0,16,12,19,21,8,2,9,18,1,15,13,6,20,22,14,17,0,7
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,5609ef334,1.0,19.0,53.568000000000005,52.016000000000005,19,20,3,8,23,16,5,14,11,1,15,17,0,2,13,7,10,21,18,12,4,6,9,22,0,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,2531.25,561ed4362,1.0,14.0,0.6667,0.08,7,15,14,8,10,3,19,23,21,16,1,5,11,17,0,22,6,18,4,13,9,20,2,12,2,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,561ed4362,1.0,7.0,3.472,0.3307,7,15,14,8,10,3,19,23,21,16,1,5,11,17,0,22,6,18,4,13,9,20,2,12,0,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,56ff074df,1.0,1.0,3.6053,2.7093,0,18,1,3,12,14,8,23,21,10,15,6,4,11,7,13,19,5,2,9,20,22,17,16,2,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,57de62a79,1.0,23.0,19.2087,13.1251,23,9,11,3,4,7,10,20,12,19,21,18,0,5,6,1,8,16,2,13,15,22,17,14,0,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,5a3f09a5c,1.0,10.0,46.6605,44.2166,23,10,22,7,3,11,5,19,1,16,4,0,17,15,13,8,20,6,12,21,18,2,9,14,1,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,5a55970ad,1.0,17.0,26.432,19.9787,17,7,10,11,23,3,19,15,9,20,5,6,14,4,0,8,16,22,21,1,13,12,18,2,0,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1406.25,5a7cc4e44,4.0,17.0,52.5227,49.9147,17,11,19,7,10,6,4,3,20,9,16,12,23,13,8,18,14,22,0,5,15,1,21,2,0,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,5a8a2b155,1.0,18.0,34.528,33.8347,0,18,2,4,8,10,5,3,12,6,23,14,11,19,7,20,13,9,1,15,21,22,16,17,1,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,5b1e3b55b,1.0,17.0,9.2533,2.8,17,10,11,7,3,15,6,20,4,19,14,16,9,23,12,13,5,1,8,22,0,18,21,2,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,5b5218aba,1.0,11.0,51.8444,50.7066,11,15,16,10,7,3,6,23,5,8,1,21,14,20,19,12,4,18,2,22,9,0,17,13,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,5b8830884,1.0,8.0,36.144,32.0213,8,21,3,4,1,12,14,10,18,0,7,5,23,13,15,6,19,16,11,22,2,9,17,20,0,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,5bfe1dec6,1.0,17.0,28.8053,22.351999999999997,17,7,3,10,23,20,19,15,9,11,5,4,6,14,8,16,12,0,1,18,21,22,13,2,0,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,843.75,5d7e9091c,1.0,9.0,11.008,7.4453,9,17,11,3,23,7,5,6,10,20,18,4,12,15,19,1,8,21,13,0,16,14,22,2,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,5250.0,1125.0,5f8eecc9e,1.0,9.0,57.7493,54.943999999999996,23,0,1,9,12,3,15,8,18,4,7,17,10,13,19,16,2,11,5,6,14,21,22,20,3,1
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,5f9b4785b,1.0,1.0,48.8907,47.9947,17,23,15,3,20,16,19,7,10,12,5,9,11,1,14,2,8,4,6,0,21,22,13,18,13,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,61741251f,1.0,10.0,19.2435,16.7996,23,10,11,7,3,5,4,17,19,22,15,16,9,21,2,12,0,20,1,18,6,13,8,14,1,16
,,,,,,,,,,,,,,,,,,,,,,,,tp,3281.25,562.5,629489592,1.0,12.0,5.9253,2.7893,12,2,3,0,18,17,5,6,11,19,10,13,20,16,4,15,23,8,1,14,7,9,21,22,0,3
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1406.25,62ff9d03d,4.0,17.0,17.92,15.312000000000001,17,7,19,3,4,10,9,11,23,6,14,15,0,8,5,20,12,13,16,1,22,21,18,2,0,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,655ca0adb,1.0,17.0,53.583999999999996,47.1307,17,23,7,3,16,4,19,9,10,5,12,6,14,11,1,8,13,15,20,18,0,21,2,22,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,2343.75,670a35128,1.0,20.0,47.3013,43.8613,20,23,7,3,15,17,5,11,10,8,19,16,14,12,1,21,4,6,22,0,18,9,13,2,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,689b160fc,1.0,13.0,29.9947,29.3707,1,13,4,3,6,11,15,16,7,12,19,10,14,23,22,21,8,20,17,0,5,2,18,9,1,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,68d182a12,1.0,21.0,5.904,4.8107,8,21,4,3,14,12,6,5,0,10,18,11,1,15,23,13,16,19,7,2,17,20,9,22,1,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,69173294f,1.0,22.0,41.952,40.3467,22,7,5,23,10,11,3,16,1,15,19,14,21,18,8,13,12,0,20,6,4,9,17,2,0,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,69ea6d76b,1.0,19.0,32.4853,30.9333,19,20,23,3,14,11,16,5,10,1,15,12,7,17,6,18,2,8,4,9,13,21,0,22,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,4031.25,2531.25,6a2b677ce,1.0,4.0,43.7333,41.5467,4,21,3,14,5,8,18,15,1,12,6,13,17,10,20,11,0,16,19,2,23,9,7,22,0,16
,,,,,,,,,,,,,,,,,,,,,,,,tp,3000.0,468.75,6a6af3c63,1.0,2.0,42.08,40.304,2,3,5,19,6,21,7,17,11,4,14,15,0,13,18,10,20,16,12,8,1,23,9,22,0,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,6c032e356,1.0,23.0,57.7422,51.6586,23,3,14,4,21,18,7,16,1,12,8,10,6,5,2,11,19,15,0,9,13,20,22,17,0,18
