0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,3,4,5,6,7,8,9,data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,09315d9bf,1.0,22.0,51.3013,49.696000000000005,22,23,5,14,10,3,1,11,15,19,12,6,7,17,20,18,9,16,2,0,13,4,21,8,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,0b3ef9c4e,1.0,6.0,46.5173,44.3733,11,6,7,5,20,17,10,9,3,23,14,2,15,13,16,19,4,18,1,8,0,12,22,21,1,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,0c2124550,1.0,21.0,19.3227,18.2293,21,8,4,14,2,3,18,12,1,13,22,19,10,9,11,6,20,5,15,7,23,16,0,17,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,0c48ed342,1.0,17.0,56.4853,50.032,11,17,7,9,23,20,6,3,10,4,13,1,2,5,0,19,14,15,8,16,12,18,22,21,1,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1406.25,0c936a1d4,4.0,17.0,50.8533,48.2453,15,7,3,17,14,11,0,1,6,23,20,10,18,12,19,9,13,5,2,4,22,8,21,16,3,6
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,0cb4632d6,1.0,13.0,47.7707,47.1467,13,18,21,4,14,8,2,12,3,0,1,5,15,11,6,20,10,7,23,9,19,22,16,17,0,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,0e799da44,1.0,18.0,25.296,24.6027,21,18,14,4,8,2,3,12,5,0,1,15,23,13,11,6,20,19,10,7,9,16,22,17,1,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,6093.75,1312.5,103db6411,1.0,20.0,27.7387,22.3573,20,17,5,11,14,10,7,3,9,8,6,2,19,15,1,23,13,4,16,18,21,0,22,12,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,11bafff5d,1.0,23.0,28.7115,22.6278,23,10,14,3,20,7,11,5,0,1,18,17,15,12,9,19,6,16,13,8,4,2,22,21,0,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,11c2c02e5,1.0,15.0,21.0027,17.6587,15,7,3,14,1,11,10,13,23,5,20,12,19,18,16,17,22,2,4,9,0,6,21,8,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,11c2c02e5,1.0,15.0,18.1867,14.8427,15,7,3,14,1,11,10,13,23,5,20,12,19,18,16,17,22,2,4,9,0,6,21,8,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,1263c23c8,1.0,17.0,45.3547,38.9013,23,17,15,3,9,1,7,14,11,5,20,6,10,19,12,2,16,4,13,18,22,0,21,8,1,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,13511f7bd,1.0,1.0,9.152000000000001,8.256,1,15,0,3,23,12,18,14,13,6,2,7,19,9,20,21,11,4,8,17,10,5,16,22,0,2
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,13f64f898,1.0,1.0,36.3573,35.4613,1,21,4,3,13,14,2,8,12,16,7,20,15,18,6,11,23,10,19,0,9,5,17,22,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,14dc5a39e,1.0,13.0,51.1307,50.5067,13,1,21,14,4,2,3,8,12,6,18,15,0,16,20,19,9,10,23,11,7,5,17,22,0,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,1504619b7,1.0,18.0,45.2053,44.512,18,2,12,3,0,5,1,13,9,4,14,8,15,6,17,16,23,20,11,10,19,7,21,22,0,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,16553d5cd,4.0,23.0,49.6327,41.7088,23,3,12,18,5,0,2,1,14,20,13,15,9,7,8,11,17,4,16,10,19,21,6,22,0,5
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,1795728ba,1.0,5.0,41.92,39.568000000000005,5,3,0,18,14,13,12,1,2,15,23,7,16,8,10,11,19,6,20,4,9,21,17,22,0,2
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,17ca96791,4.0,16.0,15.4667,13.632,1,3,16,14,21,7,5,8,2,4,12,13,9,6,15,18,20,23,10,0,11,17,19,22,2,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,180ba3012,1.0,6.0,50.496,48.352,11,7,6,10,5,3,14,17,20,15,2,16,13,9,1,23,18,19,0,22,8,12,4,21,2,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,3281.25,562.5,19442bf58,1.0,12.0,4.6293,1.4933,3,12,18,14,8,5,1,2,4,0,21,13,7,16,23,9,15,20,11,19,10,6,17,22,1,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,3281.25,562.5,1ca8c8af6,1.0,12.0,3.8187,0.6827,0,1,12,18,8,3,21,23,9,4,13,20,2,15,19,6,14,11,7,10,5,17,16,22,2,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,1d6371ff5,1.0,6.0,42.6933,40.5493,6,14,5,10,15,1,23,3,11,16,2,7,0,18,17,9,19,20,13,8,12,22,4,21,0,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,1e0e340e1,1.0,6.0,46.1973,44.0533,3,5,6,1,14,23,10,11,16,20,15,12,9,17,19,7,18,0,4,2,13,21,22,8,2,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,215bb7a8d,1.0,11.0,42.1384,41.0006,11,7,20,17,3,23,10,15,5,9,16,19,6,14,13,1,22,2,18,4,12,0,8,21,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,21e2f2977,1.0,15.0,25.728,22.384,15,7,17,16,3,9,20,23,1,14,5,13,11,10,12,19,22,18,6,2,4,21,0,8,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,22a2faf44,1.0,13.0,19.855999999999998,19.232,15,18,13,21,14,3,12,1,4,2,23,0,8,7,5,11,16,9,6,19,20,10,17,22,2,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,22eaad9ca,1.0,22.0,54.0053,52.4,22,23,5,14,20,19,12,3,1,7,6,10,17,11,18,2,16,15,4,21,0,9,13,8,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,2322ec1d3,1.0,3.0,59.9947,59.2533,5,3,12,7,18,14,0,16,8,2,1,13,23,15,17,20,19,11,9,10,6,21,4,22,1,6
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,2337c4af2,1.0,22.0,15.8773,14.272,22,5,3,16,14,15,23,2,10,1,12,13,18,21,7,8,11,19,4,6,9,17,0,20,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,247d81f2b,1.0,1.0,30.592,29.695999999999998,1,21,14,4,3,13,2,8,12,18,16,6,20,15,10,11,9,5,0,19,7,23,17,22,0,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,3281.25,562.5,2cd094d21,1.0,12.0,54.3467,51.2107,12,8,18,3,4,21,5,0,2,13,20,1,9,23,14,7,15,10,16,17,6,19,11,22,0,7
,,,,,,,,,,,,,,,,,,,,,,,,tp,3000.0,468.75,2dc763e67,1.0,2.0,17.5467,15.7707,2,3,15,14,18,19,1,8,13,6,4,0,5,9,12,17,11,16,22,10,21,20,23,7,0,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,5250.0,1125.0,2e6758f3e,1.0,9.0,54.256,51.4507,0,18,8,3,12,9,1,5,2,13,14,20,7,23,16,17,4,15,21,6,19,10,11,22,5,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,3000.0,468.75,2eb098e76,1.0,2.0,22.6453,20.8693,2,3,15,0,18,9,19,17,14,1,12,8,13,4,6,10,7,23,5,20,11,16,21,22,0,3
,,,,,,,,,,,,,,,,,,,,,,,,tp,7500.0,5906.25,31259d9d5,1.0,0.0,25.7867,24.496,0,3,18,5,23,12,1,14,2,15,7,13,9,20,11,6,8,10,19,17,16,22,4,21,0,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,340c7f964,1.0,15.0,57.1787,53.8347,15,3,7,14,11,13,1,17,23,5,2,16,12,20,18,10,19,4,6,9,21,8,0,22,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,39c15e092,1.0,10.0,49.5746,47.1307,15,7,17,3,0,23,14,10,16,1,9,18,5,11,12,13,4,20,19,6,2,8,22,21,7,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,3ac6f246a,1.0,5.0,6.6507,4.2987,5,23,10,3,1,16,11,20,14,9,17,15,6,7,12,13,19,18,8,0,4,2,21,22,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,843.75,3b0e345fc,1.0,9.0,55.3653,51.8027,17,9,3,20,11,14,12,18,0,15,23,10,1,7,5,6,2,4,19,13,16,22,21,8,1,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,3c621e663,1.0,17.0,9.2587,2.8053,17,13,9,23,4,15,20,3,0,7,8,2,18,1,21,19,14,5,22,11,12,6,16,10,0,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,3f5fa0d76,1.0,23.0,52.4481,46.3644,23,20,3,7,5,1,11,14,0,12,15,17,18,10,19,2,4,16,13,6,9,8,21,22,0,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,420aeb3ea,1.0,11.0,58.8684,57.7306,11,7,17,20,23,3,9,15,10,6,13,19,4,14,2,5,18,12,16,1,0,22,8,21,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,422de4e4d,1.0,21.0,43.4347,42.3413,21,8,4,22,2,10,12,19,14,11,9,20,0,6,1,3,23,15,7,5,16,13,17,18,0,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,2812.5,42a7c4f08,1.0,14.0,31.471999999999998,30.5493,22,14,1,3,7,5,0,18,21,23,13,12,2,10,8,15,11,16,4,6,20,9,19,17,1,6
,,,,,,,,,,,,,,,,,,,,,,,,tp,3281.25,562.5,4482bd512,1.0,12.0,32.7307,29.5947,18,12,0,3,5,15,23,4,2,8,13,21,14,20,1,16,7,9,17,10,11,6,19,22,1,2
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,2812.5,46c7db806,1.0,14.0,50.3947,49.472,14,1,21,13,2,18,8,3,10,4,5,0,7,12,15,22,9,6,11,20,23,16,19,17,0,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,3187.5,562.5,477119234,1.0,6.0,22.96,20.9387,20,23,3,15,17,11,7,12,14,5,9,18,1,6,10,2,0,19,16,13,4,21,22,8,13,16
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,2812.5,47f2eb3b8,1.0,14.0,9.4933,8.5707,14,21,2,1,8,13,10,18,4,5,22,12,7,11,15,9,20,0,3,23,16,19,6,17,0,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,48a77f450,1.0,22.0,53.9627,52.3573,22,3,5,1,14,16,11,23,12,15,10,2,19,18,7,4,13,21,6,9,20,0,17,8,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,48b7f6cde,1.0,1.0,13.2107,12.3147,21,1,4,14,8,3,18,2,13,12,6,16,15,11,5,9,19,20,10,7,0,23,17,22,1,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,4e2898673,1.0,1.0,11.2853,10.3893,1,3,14,8,0,5,16,2,21,18,13,4,12,10,11,9,7,19,6,20,15,23,17,22,0,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,3281.25,562.5,515861db9,1.0,12.0,40.9067,37.7707,12,18,3,4,21,23,0,5,20,8,13,2,14,10,9,11,1,17,6,7,15,16,22,19,0,6
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,5280a7fe9,1.0,3.0,47.2213,46.48,1,21,3,14,18,4,12,8,2,0,16,13,11,15,9,5,20,6,23,19,7,10,17,22,2,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,551385b05,4.0,23.0,52.361000000000004,44.4372,23,11,7,3,13,14,1,15,2,8,4,20,21,12,5,9,10,18,16,6,0,17,22,19,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,556cb3c93,1.0,21.0,54.3307,53.2373,14,21,8,1,2,5,10,22,4,13,7,18,11,0,12,9,15,20,3,23,19,16,6,17,1,13
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,55b2b19d1,4.0,23.0,40.7394,32.8156,23,12,3,5,18,0,2,4,8,13,14,11,1,20,15,7,21,16,10,9,17,6,19,22,0,5
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,55e48150a,1.0,11.0,33.2568,32.119,11,23,20,6,17,7,4,10,9,3,13,5,2,12,18,0,1,15,8,19,14,16,21,22,0,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,568f644e1,1.0,7.0,27.088,23.9467,7,11,3,17,20,14,23,15,10,5,16,12,1,18,19,0,13,9,2,6,22,4,8,21,0,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,7500.0,5906.25,579db058c,1.0,0.0,37.52,36.2293,0,18,3,12,1,2,23,14,8,5,9,13,6,11,15,20,10,17,21,7,4,16,19,22,0,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,590163609,1.0,5.0,2.3787,0.0267,2,15,3,5,1,19,18,14,17,9,13,16,0,4,6,12,11,23,7,21,8,20,10,22,3,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,5b1e3b55b,1.0,17.0,13.216,6.7627,17,7,20,9,3,11,10,4,13,18,1,14,0,15,23,21,8,19,16,12,6,2,5,22,0,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,5bf1ac192,1.0,23.0,34.9402,28.8566,23,15,3,16,5,6,10,11,14,17,12,9,1,7,20,13,8,2,19,18,4,22,21,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,8250.0,5906.25,5c1ae8b6f,1.0,0.0,56.7093,55.9147,0,18,3,5,12,14,8,1,2,9,11,23,20,21,6,17,16,7,4,15,10,13,19,22,0,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,843.75,5d606b7a3,1.0,9.0,13.856,10.2933,9,2,3,18,0,17,14,6,1,15,7,23,19,4,12,21,11,13,8,10,5,16,20,22,0,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,5db2e86fe,1.0,7.0,23.8187,20.6773,15,17,3,14,7,5,11,20,10,1,13,16,23,19,9,18,12,4,2,6,0,22,8,21,4,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,5db2e86fe,1.0,15.0,21.9733,18.6293,15,17,3,14,7,5,11,20,10,1,13,16,23,19,9,18,12,4,2,6,0,22,8,21,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,604583528,4.0,23.0,59.8552,51.9314,23,3,12,5,18,0,14,8,1,4,2,21,7,20,9,13,15,11,17,10,16,19,22,6,0,5
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,60b260508,1.0,8.0,53.872,49.7493,21,8,4,22,2,14,19,10,12,9,11,6,20,0,1,23,13,3,15,18,7,16,5,17,1,13
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,61d1f5e59,4.0,23.0,56.1284,48.2046,23,20,7,11,15,3,17,14,9,1,10,2,19,5,13,8,16,12,18,6,22,0,4,21,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,61f1c7d5f,1.0,3.0,48.38399999999999,47.6427,23,3,14,11,15,1,7,10,20,12,5,13,17,6,16,18,19,9,0,4,21,2,8,22,1,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,631f97222,1.0,11.0,16.2656,15.1278,11,7,23,3,14,20,17,10,1,15,5,16,6,19,13,18,9,12,2,0,4,8,21,22,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,63971df42,1.0,6.0,11.7227,9.5787,6,2,3,9,14,18,11,17,23,0,15,7,5,1,12,20,16,4,10,13,19,21,22,8,0,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,63cc4d598,1.0,13.0,39.4347,38.8107,1,13,2,14,3,15,0,7,18,8,16,5,12,19,21,6,20,23,11,4,9,17,10,22,1,6
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,64025c7e6,1.0,18.0,17.264,16.5707,5,18,3,12,0,14,2,23,1,7,15,8,16,20,21,13,10,11,19,4,6,9,17,22,1,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,2531.25,644f71ae8,1.0,14.0,16.1653,15.5787,14,15,1,21,18,13,5,3,2,0,4,8,7,12,10,11,20,23,9,6,16,22,19,17,0,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,65971c0e7,4.0,16.0,11.8507,10.016,13,1,16,3,14,19,15,5,8,7,2,9,23,21,11,12,17,10,6,18,0,20,4,22,2,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,67763b1b9,1.0,18.0,19.3867,18.6933,18,3,0,5,12,2,14,1,8,23,4,13,21,15,20,7,16,9,11,10,19,6,17,22,0,2
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,682657006,1.0,13.0,15.9413,15.3173,13,21,8,4,18,3,14,2,12,1,11,5,15,19,10,7,23,6,9,16,17,20,22,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,690168015,1.0,6.0,40.9493,38.8053,23,10,6,11,17,22,20,7,1,14,12,5,3,9,4,0,13,15,19,18,2,16,8,21,2,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,2343.75,69aacafc4,1.0,20.0,46.4747,43.0347,20,7,3,23,17,9,11,5,16,14,8,10,12,2,15,18,13,19,1,4,6,21,0,22,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,6b1093628,1.0,13.0,38.352,37.728,13,18,2,14,15,4,21,1,3,5,12,11,8,19,10,7,9,6,23,0,16,22,17,20,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,6b891f8f2,1.0,7.0,11.792,8.6507,7,16,3,17,1,9,20,5,23,0,15,10,11,14,12,6,19,18,13,2,4,8,21,22,0,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,6c52da176,1.0,7.0,21.3013,18.16,7,16,3,20,17,11,15,1,9,5,23,14,10,19,13,6,12,18,2,0,8,22,4,21,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,6d6ba3db7,1.0,22.0,44.56,42.9547,22,2,7,14,20,23,10,5,3,15,11,17,19,16,9,1,12,6,18,0,13,4,21,8,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1406.25,6f7eec323,4.0,17.0,12.2987,9.6907,11,17,20,7,3,14,1,9,23,6,10,18,15,4,0,12,22,5,13,16,19,21,2,8,1,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,71cf9646b,1.0,19.0,29.7867,28.2347,17,19,7,15,9,3,14,20,23,11,10,1,16,13,5,0,6,4,2,22,18,12,21,8,1,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,71cf9646b,1.0,15.0,15.1733,11.8293,17,19,7,15,9,3,14,20,23,11,10,1,16,13,5,0,6,4,2,22,18,12,21,8,3,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,7227068d3,1.0,7.0,35.3707,32.2293,14,7,15,1,23,13,3,20,11,0,10,21,2,18,5,12,8,16,6,9,4,19,22,17,1,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,725c5b6f1,1.0,8.0,57.3813,53.2587,8,18,4,21,12,0,13,2,3,5,1,20,7,9,23,16,22,11,14,6,10,15,19,17,0,5
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,728459067,1.0,10.0,21.1998,18.7559,10,11,20,7,17,15,14,16,1,5,3,6,9,13,23,22,2,19,18,12,8,4,0,21,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,72a9f19b4,4.0,16.0,12.175999999999998,10.3413,16,1,3,9,21,14,17,18,12,6,4,11,10,23,15,8,13,5,19,7,20,0,2,22,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,73f2ff0fd,1.0,3.0,31.631999999999998,30.8907,7,16,3,17,11,23,5,20,1,9,15,14,10,19,13,6,12,18,8,2,0,21,4,22,2,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,6093.75,1312.5,74a117970,1.0,20.0,12.88,7.4987,20,15,17,11,14,18,3,8,7,23,2,6,1,4,13,12,10,19,9,0,21,16,5,22,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,2531.25,74c1043c9,1.0,14.0,56.5973,56.0107,18,14,0,1,3,5,21,12,2,4,13,9,8,23,11,15,6,10,20,7,16,17,19,22,1,2
,,,,,,,,,,,,,,,,,,,,,,,,tp,4565.04,1464.26,7583b7c0c,4.0,17.0,27.5795,23.8005,11,7,6,23,20,17,15,10,14,13,3,4,19,2,5,9,18,12,8,16,0,22,1,21,5,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,2531.25,75c8ccce9,1.0,14.0,13.1787,12.592,14,7,15,13,23,3,18,1,5,0,2,12,11,10,20,8,21,19,6,16,4,17,22,9,0,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,77299bde7,1.0,8.0,9.8453,5.7227,21,8,4,2,1,12,14,3,19,10,22,13,11,6,18,9,20,0,15,16,7,23,5,17,1,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,7764cbbfd,1.0,10.0,8.156,5.7121,10,5,3,14,11,23,16,17,9,1,7,6,12,20,18,8,4,15,2,21,19,13,22,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,778ab401f,1.0,21.0,12.6507,11.5573,21,8,2,4,19,22,10,12,14,11,9,0,20,1,23,3,6,15,16,5,7,17,13,18,0,11
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,77e82339a,1.0,7.0,50.0427,46.9013,3,7,15,23,5,16,1,12,14,11,20,10,18,13,19,17,2,0,9,21,6,8,4,22,1,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,4031.25,2531.25,7925510fe,1.0,4.0,36.9173,34.7307,4,21,1,3,14,18,13,2,12,8,16,6,15,11,20,5,0,19,9,10,7,23,17,22,0,16
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,79f38de91,1.0,23.0,27.1557,21.0721,23,16,3,11,9,20,5,12,13,4,8,6,17,1,2,10,21,7,18,14,15,0,22,19,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,7ada8c4da,1.0,3.0,17.168,16.4267,8,3,12,0,1,18,21,4,2,14,5,9,7,13,23,16,20,15,19,10,11,6,17,22,1,3
