0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,3,4,5,6,7,8,9,data_type,f_max,f_min,recording_id,songtype_id,species_id,t_max,t_min,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,ranking,top_id
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,0d25045a9,1.0,1.0,48.1653,47.2693,1,6,0,15,20,3,23,10,16,2,7,5,22,17,9,11,12,14,19,13,18,8,4,21,0,2
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,0fc62dd3c,1.0,18.0,10.335999999999999,9.6427,0,1,12,9,18,3,15,23,10,4,14,20,2,22,17,19,7,16,11,6,13,8,5,21,4,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,3000.0,468.75,100e4ddc9,1.0,2.0,3.0613,1.2853,2,3,1,7,6,15,10,22,5,20,17,16,23,11,0,12,14,19,9,13,8,4,18,21,0,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,119b154cc,1.0,15.0,7.1253,3.7813,7,15,20,11,5,17,23,10,19,22,16,14,3,1,6,4,13,9,21,18,2,0,12,8,1,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,147b41b13,1.0,7.0,38.5547,35.4133,7,20,17,5,3,16,15,14,10,1,23,19,22,11,6,9,4,2,13,18,12,21,0,8,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,14f6cbe5c,1.0,3.0,54.3413,53.6,7,20,15,16,3,11,22,19,10,1,23,14,5,17,9,6,12,4,0,2,13,18,21,8,4,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,843.75,1535d0c9b,1.0,9.0,8.2133,4.6507,15,9,17,20,3,7,23,10,22,11,1,13,5,2,12,18,6,19,14,16,4,21,0,8,1,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,16553d5cd,4.0,23.0,36.6643,28.7405,23,12,3,18,9,17,6,2,20,5,7,10,22,4,15,14,1,19,11,16,0,13,21,8,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,178b835e3,4.0,16.0,23.0613,21.2267,20,7,15,16,5,17,19,11,3,10,23,13,14,22,1,12,4,6,18,9,2,8,0,21,3,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,178b835e3,4.0,16.0,6.0907,4.256,20,7,15,16,5,17,19,11,3,10,23,13,14,22,1,12,4,6,18,9,2,8,0,21,3,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,3281.25,562.5,1aa00dc63,1.0,12.0,22.9227,19.7867,23,3,4,12,7,9,14,1,17,21,22,8,16,20,18,5,11,15,13,10,6,0,19,2,3,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,2531.25,1aef4f8ff,1.0,14.0,47.7387,47.152,14,21,18,1,4,3,2,7,23,9,20,22,15,11,10,12,17,5,16,0,8,19,13,6,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,1bd29a4bb,1.0,10.0,45.2325,42.7886,11,10,7,23,20,19,4,22,3,14,17,5,15,16,6,9,1,12,8,0,2,21,18,13,1,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,1e469c124,1.0,15.0,31.4933,28.1493,2,15,7,20,3,12,14,17,0,6,1,10,5,16,19,22,13,23,11,4,18,9,8,21,1,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,1f2260885,1.0,11.0,8.1908,7.0531,11,7,10,22,17,4,23,20,19,9,3,5,16,18,6,2,1,12,15,21,8,14,13,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,3281.25,562.5,2026bced7,1.0,12.0,53.0347,49.8987,4,18,12,3,1,21,11,13,22,17,14,16,15,20,8,0,23,7,2,5,9,10,19,6,2,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,3187.5,562.5,20be88a43,1.0,6.0,14.9867,12.9653,6,11,3,7,9,23,20,4,17,19,16,15,5,2,12,22,1,18,10,21,13,14,8,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,22da462f9,1.0,1.0,9.712,8.816,1,4,3,21,15,14,16,2,6,13,22,18,20,23,9,19,11,17,7,0,8,12,10,5,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,2393b59e0,1.0,23.0,37.5525,31.4688,15,7,3,23,6,17,1,14,20,9,19,13,12,16,10,22,4,5,11,2,18,21,0,8,3,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,843.75,247aeccaf,1.0,9.0,23.2853,19.7227,9,23,17,10,3,6,11,20,22,5,12,2,7,19,15,1,14,16,0,4,18,13,21,8,0,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,25218b040,1.0,8.0,10.4053,6.2827,8,21,4,12,14,18,3,10,23,20,11,19,2,13,17,7,1,5,22,15,9,16,0,6,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,25c229018,1.0,6.0,8.6453,6.5013,6,23,17,19,9,3,11,10,20,4,22,15,7,1,5,2,12,21,16,14,18,13,0,8,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,266e8b635,1.0,6.0,44.9867,42.8427,6,11,3,15,17,7,23,9,1,19,22,4,20,14,16,12,2,18,5,10,13,0,21,8,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,275a0fc0c,1.0,15.0,38.8107,35.4667,15,7,20,3,11,10,19,16,23,5,4,22,6,17,13,14,18,12,1,0,8,21,2,9,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,7406.25,1312.5,27c146a88,4.0,17.0,29.3067,26.7733,15,7,20,16,17,3,19,5,11,23,22,6,10,1,14,0,12,4,13,18,9,21,2,8,4,15
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,27c78408d,1.0,19.0,15.68,14.128,19,11,5,23,17,10,2,3,9,16,6,4,8,13,20,12,22,7,18,1,21,15,14,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,28d37d1de,1.0,22.0,37.44,35.8347,22,20,14,12,3,23,5,10,2,7,9,15,17,11,1,18,21,16,6,19,4,13,0,8,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,295f49a04,1.0,10.0,40.484,38.0401,10,7,23,11,5,22,20,9,17,19,3,12,16,2,4,6,14,15,1,0,18,13,21,8,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,6468.75,3750.0,2a1bb0557,1.0,14.0,3.968,3.696,14,21,1,4,3,7,11,23,15,8,2,18,10,22,13,9,12,20,5,6,19,17,16,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,2a94d4b86,1.0,23.0,30.2324,24.1488,23,9,17,3,5,16,22,10,11,20,7,12,4,6,15,2,1,19,14,8,21,18,13,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,4218.75,2343.75,2ef429016,1.0,4.0,40.6347,38.7787,4,18,0,12,3,1,17,21,14,15,23,22,20,9,11,16,13,8,5,2,7,10,6,19,0,2
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,2f594b20f,1.0,15.0,43.3867,40.0427,15,7,14,13,3,17,23,1,20,5,16,12,18,19,2,21,4,22,11,6,10,9,0,8,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,1125.0,93.75,2ffaa6c02,1.0,15.0,56.6613,53.3173,17,15,7,3,20,19,14,11,23,1,6,13,16,4,0,10,9,22,12,18,5,8,2,21,1,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,304b4b5fd,1.0,21.0,1.9947,0.9013,4,21,1,18,3,14,8,22,12,23,2,20,13,16,17,7,11,5,10,15,19,9,6,0,1,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,306f98294,1.0,19.0,11.8453,10.2933,1,16,19,3,11,14,17,5,20,2,4,6,13,7,22,10,23,15,8,18,21,12,9,0,2,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,30cd416ed,1.0,13.0,47.3013,46.6773,13,4,21,1,5,17,15,12,2,18,3,20,10,19,22,11,16,14,7,23,6,9,8,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,3508bf762,1.0,22.0,19.408,17.8027,22,15,6,9,23,3,17,10,11,7,1,5,20,19,2,14,12,18,16,4,21,0,13,8,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,7500.0,5906.25,3710abba6,1.0,0.0,50.528,49.2373,0,1,18,19,3,20,9,2,7,12,5,15,10,11,14,8,23,17,6,16,22,4,13,21,0,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,377e04f82,1.0,11.0,29.2397,28.1019,15,11,23,7,10,17,3,20,9,6,22,1,19,4,5,14,12,2,16,0,18,21,13,8,1,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,37d16f30f,1.0,10.0,35.4975,33.0536,10,3,23,9,6,11,22,5,12,1,20,7,17,19,2,14,18,15,16,4,21,13,0,8,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,4218.75,2343.75,399e17911,1.0,4.0,19.4933,17.6373,18,0,4,12,8,1,3,2,9,15,22,11,17,13,21,16,14,23,20,5,10,7,19,6,2,1
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,3aa730d19,1.0,5.0,13.8827,11.5307,5,12,3,4,23,18,15,20,7,2,17,19,10,22,16,14,13,8,9,21,11,1,0,6,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,3bb222791,1.0,11.0,2.293,1.1552,11,7,20,23,10,3,22,19,4,9,17,5,16,14,1,15,21,12,2,0,6,18,13,8,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,3c4cf66fd,1.0,13.0,40.5813,39.9573,13,1,4,5,17,12,14,22,2,21,18,15,10,11,16,20,19,23,3,9,0,6,8,7,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,400b7210c,1.0,17.0,54.9013,48.448,17,7,19,20,15,3,23,11,14,16,9,10,22,13,1,4,6,0,5,12,18,2,8,21,0,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,3000.0,468.75,41829d963,1.0,2.0,6.0693,4.2933,2,18,4,15,3,14,7,17,0,22,6,5,1,11,10,13,12,20,23,19,21,8,9,16,0,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,843.75,93.75,419259ac2,1.0,13.0,55.12,54.496,13,21,4,14,1,5,19,12,3,8,17,15,18,22,20,2,7,23,16,10,11,9,6,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,2812.5,45e58e08b,1.0,14.0,38.8533,37.9307,15,14,1,13,7,3,4,16,5,21,23,20,12,17,22,18,10,2,19,6,11,9,0,8,1,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,4218.75,2343.75,477e497db,1.0,4.0,51.583999999999996,49.728,18,4,0,12,3,23,15,2,17,1,22,14,20,8,10,11,9,13,21,5,16,7,6,19,1,2
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,489ecb611,1.0,3.0,34.56,33.8187,7,1,10,3,20,16,23,15,22,19,11,14,17,6,5,9,2,0,12,4,13,18,21,8,3,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,4b7da2fb5,1.0,7.0,14.5013,11.36,14,7,15,1,3,11,23,20,21,10,22,16,4,5,19,13,18,17,9,6,2,12,0,8,1,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,4bb6b8a81,1.0,18.0,37.0987,36.4053,14,18,21,3,23,12,7,1,4,9,2,15,11,5,10,20,22,13,17,0,16,19,6,8,1,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,4c010ec47,1.0,5.0,37.5573,35.2053,5,23,6,3,15,10,11,4,9,22,20,12,17,19,18,7,1,16,2,14,13,21,8,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,4e5702ed7,4.0,16.0,23.6587,21.824,16,1,3,7,19,15,14,20,6,22,10,13,2,23,17,5,11,4,9,12,0,18,8,21,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,8250.0,5906.25,4e91c87cc,1.0,0.0,39.872,39.0773,8,0,18,3,1,21,17,20,2,12,16,5,15,4,14,13,9,11,7,19,10,22,23,6,1,1
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,4f6e4f097,1.0,10.0,22.86,20.4161,10,0,23,20,9,11,1,17,7,2,3,22,15,19,5,14,12,6,16,4,13,18,21,8,0,1
,,,,,,,,,,,,,,,,,,,,,,,,tp,8250.0,5906.25,512c1ac7e,1.0,0.0,9.6853,8.8907,0,8,18,3,12,5,17,4,15,2,20,9,21,1,16,11,14,7,19,13,10,6,22,23,0,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,51f69a454,1.0,23.0,10.4722,4.3886,23,9,19,2,10,0,1,3,11,14,6,20,15,17,12,5,16,22,7,4,13,18,21,8,0,5
,,,,,,,,,,,,,,,,,,,,,,,,tp,1406.25,93.75,52cec3943,1.0,13.0,57.8987,54.0267,13,17,1,15,4,16,19,5,3,14,12,10,2,20,22,7,18,11,23,9,6,21,0,8,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,534b6a4a0,1.0,3.0,9.616,8.8747,1,0,15,6,14,20,16,3,17,2,13,22,23,10,18,9,12,11,5,8,4,7,19,21,7,1
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,534db172e,1.0,19.0,37.9947,36.4427,15,19,17,5,23,3,7,11,20,10,16,22,9,6,12,1,13,14,0,4,18,2,8,21,1,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,534db172e,1.0,19.0,35.6533,34.1013,15,19,17,5,23,3,7,11,20,10,16,22,9,6,12,1,13,14,0,4,18,2,8,21,1,18
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,5493f3b1a,1.0,22.0,13.7867,12.1813,22,23,10,7,5,11,3,20,9,12,17,1,16,18,6,14,8,19,4,15,13,2,0,21,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,551385b05,1.0,11.0,35.0912,33.9534,23,7,15,11,3,20,17,19,6,14,9,22,10,4,16,5,13,1,12,0,8,21,2,18,3,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,557506b62,1.0,7.0,42.3627,39.2213,7,11,20,10,22,15,19,23,17,16,5,3,14,9,6,1,4,2,13,0,21,12,18,8,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,5673135ca,4.0,23.0,25.0369,17.1131,23,5,3,10,12,17,20,7,9,22,6,15,19,14,11,1,4,18,2,16,13,0,21,8,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,579bcf9e0,1.0,11.0,21.3217,20.1839,3,11,23,7,20,12,9,17,10,15,19,5,22,16,4,1,2,6,18,14,21,13,0,8,1,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,57b4ff4be,1.0,7.0,30.5653,27.424,15,7,16,20,3,23,17,5,10,19,22,11,6,1,14,4,18,0,13,9,12,21,8,2,1,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,5816c1336,4.0,16.0,6.6987,4.864,16,17,23,3,20,1,9,10,7,19,15,22,11,14,5,2,12,6,4,18,0,13,21,8,0,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,581d07559,1.0,3.0,10.1707,9.4293,0,12,3,18,20,23,1,2,15,9,10,19,13,5,7,17,8,11,14,6,22,16,4,21,2,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,582d6efec,1.0,8.0,51.456,47.3333,8,21,4,12,3,1,14,18,13,20,19,10,2,9,11,23,16,5,15,7,22,17,0,6,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,5840c2d77,1.0,7.0,47.7653,44.623999999999995,22,7,11,3,20,9,12,17,5,23,15,2,16,10,19,1,6,14,4,18,13,21,0,8,1,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,5877cea08,1.0,3.0,53.8187,53.0773,14,12,3,9,7,20,2,23,5,18,0,15,1,10,17,16,19,8,22,11,21,4,13,6,2,10
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,58b6b8a47,1.0,21.0,54.4053,53.312,21,4,14,8,1,3,18,12,2,7,22,10,5,13,20,11,23,16,19,9,15,17,0,6,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,10406.2,4781.25,58b92fcdc,1.0,5.0,18.176,15.824000000000002,7,5,19,10,11,20,23,22,15,4,3,9,6,16,17,14,12,21,13,2,1,18,8,0,1,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,843.75,596463649,1.0,9.0,5.9467,2.384,9,17,3,2,11,23,20,7,18,10,1,19,0,22,12,6,16,13,15,8,14,5,4,21,0,12
,,,,,,,,,,,,,,,,,,,,,,,,tp,4593.75,3093.75,59ce91d00,4.0,16.0,2.6987,0.8640000000000001,16,1,7,3,20,17,14,19,15,22,11,4,10,13,6,23,2,5,21,18,9,12,8,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,2343.75,5a2185b19,1.0,20.0,9.9253,6.4853,20,7,11,17,3,23,19,10,15,16,22,9,1,12,14,5,4,2,13,6,18,21,0,8,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,5c609dbfb,1.0,18.0,20.688000000000002,19.9947,0,18,3,1,12,9,4,15,23,20,10,2,14,22,17,7,16,5,11,21,13,19,8,6,1,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,5e8c07a8e,1.0,22.0,23.471999999999998,21.8667,22,23,10,7,3,11,5,20,12,16,9,1,18,17,0,14,4,19,2,15,6,8,13,21,0,14
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,5e8e5d53b,1.0,8.0,26.8907,22.768,8,21,4,12,18,3,14,1,20,13,10,2,19,11,22,23,16,15,9,5,17,7,0,6,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,5f8eecc9e,4.0,23.0,15.865,7.9412,9,0,23,15,3,7,18,12,1,17,8,14,2,22,4,6,13,16,11,19,20,10,5,21,2,1
,,,,,,,,,,,,,,,,,,,,,,,,tp,8250.0,5906.25,61de2c695,1.0,0.0,13.4933,12.6987,0,18,4,12,3,1,20,9,23,10,7,2,14,17,15,22,16,21,5,11,19,13,8,6,0,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,1031.25,6351581d6,1.0,3.0,54.3147,53.5733,3,2,12,18,23,5,9,7,0,1,17,6,19,15,16,22,20,14,4,10,11,21,13,8,0,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,5625.0,3843.75,63a82d848,1.0,1.0,40.3787,39.4827,1,22,6,16,20,15,10,5,0,23,14,2,12,3,11,17,13,7,9,19,8,18,4,21,0,8
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,65123f0c1,1.0,23.0,9.4737,3.3901,9,23,2,17,3,12,10,6,7,20,1,11,22,15,19,16,5,18,4,14,0,21,13,8,1,20
,,,,,,,,,,,,,,,,,,,,,,,,tp,4031.25,2531.25,6666e213d,1.0,4.0,3.4827,1.296,4,3,21,1,12,17,13,14,18,2,7,20,16,22,15,9,8,5,23,6,19,10,11,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,13687.5,10687.5,68f7d8362,1.0,22.0,39.9893,38.384,22,9,1,4,3,2,17,18,5,14,12,23,21,8,16,13,11,0,20,6,7,15,19,10,0,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,4218.75,2343.75,69c09e886,1.0,4.0,14.384,12.527999999999999,4,18,12,3,21,1,17,13,2,14,15,20,16,8,7,22,10,0,5,11,6,23,9,19,0,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,8250.0,5906.25,6b0891684,1.0,0.0,27.024,26.2293,0,18,1,20,7,3,8,12,2,17,10,15,9,14,13,4,19,11,23,16,6,5,22,21,0,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,2812.5,281.25,6c246167d,1.0,19.0,4.672,3.12,19,11,17,7,23,10,9,20,5,6,13,4,3,22,16,2,15,12,8,0,14,18,1,21,0,19
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,2343.75,72ccf4de7,1.0,20.0,40.4213,36.9813,20,15,3,7,17,23,12,16,19,1,14,5,9,22,13,6,10,2,11,18,4,8,0,21,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,4565.04,1464.26,73c4d8db8,4.0,17.0,55.8034,52.0243,17,3,9,7,20,19,2,23,16,15,14,1,6,11,10,4,0,12,5,13,22,18,8,21,0,16
,,,,,,,,,,,,,,,,,,,,,,,,tp,4218.75,2343.75,7403b8dde,1.0,4.0,6.9973,5.1413,4,1,21,3,14,16,13,18,7,2,17,15,22,11,20,5,6,19,10,23,12,8,9,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,5062.5,3187.5,74fbde29b,1.0,18.0,52.576,51.8827,0,8,18,21,3,17,12,4,15,1,5,2,20,9,16,14,13,11,10,22,7,23,19,6,2,0
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,774912d66,4.0,23.0,37.6454,29.7215,23,6,3,9,12,10,22,17,4,2,1,20,5,7,11,21,16,15,14,19,18,13,0,8,0,22
,,,,,,,,,,,,,,,,,,,,,,,,tp,5718.75,843.75,774d13e9c,1.0,9.0,42.6027,39.04,9,17,3,20,2,23,22,11,7,10,1,18,19,0,6,5,12,16,14,4,15,8,21,13,0,13
,,,,,,,,,,,,,,,,,,,,,,,,tp,11627.9,6459.96,7859fda05,4.0,23.0,59.4489,51.5251,22,23,1,15,9,3,7,10,17,12,14,20,16,5,6,11,2,0,19,4,13,18,21,8,1,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,7878d8306,1.0,17.0,55.1787,48.7253,17,9,3,20,12,23,7,11,16,1,22,10,19,2,5,18,15,14,4,6,21,0,13,8,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1312.5,78941c48b,1.0,17.0,59.3333,52.88,17,16,20,3,1,7,9,15,23,0,19,13,14,12,4,10,11,18,2,22,6,8,5,21,0,9
,,,,,,,,,,,,,,,,,,,,,,,,tp,4125.0,3281.25,7a396818c,1.0,21.0,49.8133,48.72,4,1,3,21,14,18,7,15,16,2,23,9,22,12,20,5,17,11,13,10,19,8,6,0,3,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,10852.7,947.461,7ab084435,1.0,10.0,18.2625,15.8186,11,10,22,7,17,23,5,4,19,9,12,3,20,18,16,2,0,6,1,15,21,14,8,13,1,16
,,,,,,,,,,,,,,,,,,,,,,,,tp,6093.75,1312.5,7b287d190,1.0,20.0,50.192,44.8107,20,7,15,5,17,23,11,3,16,10,22,19,1,12,9,2,14,13,6,21,4,18,8,0,0,23
,,,,,,,,,,,,,,,,,,,,,,,,tp,3937.5,1406.25,7caaeb706,4.0,17.0,49.61600000000001,47.008,17,20,9,3,13,23,12,15,4,2,1,11,19,10,16,6,18,0,22,14,5,8,7,21,0,17
,,,,,,,,,,,,,,,,,,,,,,,,tp,11283.4,7235.16,7f07486d1,1.0,23.0,38.58,32.4963,23,20,17,9,10,3,6,11,12,22,19,4,5,2,1,7,15,16,14,13,18,0,21,8,0,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,5531.25,3750.0,7f082c82d,1.0,8.0,33.4827,29.36,8,21,4,18,0,1,14,3,12,13,20,2,19,16,10,17,22,5,11,23,15,7,9,6,0,4
,,,,,,,,,,,,,,,,,,,,,,,,tp,5684.77,1808.79,8253e1640,1.0,11.0,42.2197,41.0819,11,17,20,9,7,23,3,10,22,5,16,4,19,0,2,8,1,18,12,15,13,6,21,14,0,13
,,,,,,,,,,,,,,,,,,,,,,,,tp,11437.5,4687.5,838227e71,1.0,7.0,14.2933,11.152000000000001,15,7,17,20,11,14,19,23,10,3,5,16,22,6,1,4,13,9,12,18,2,0,21,8,1,21
,,,,,,,,,,,,,,,,,,,,,,,,tp,4406.25,562.5,84aed0cf9,1.0,6.0,59.8453,57.7013,11,7,6,20,17,9,10,23,19,5,22,16,15,3,1,4,14,12,2,0,18,21,13,8,2,19
